Common garden,Provenance,R (bloc no),Longitude,Latitude,Plot size in meters,Stem survival-1976,Stem survival-1977,Stem survival-1978,Stem survival-1979,Stem survival-1980,Stem survival-1981,Stem survival-1982,Stem survival-1983,Stem survival-1984,Stem survival-1985,Stem survival-1986,Stem survival-1987,Stem survival-1988,Stem survival-1989,Stem survival-1990,Stem survival-1991,Stem survival-1992,Stem survival-1993,Stem survival-1994,Stem survival-1995,Stem survival-1996,Stem survival-1997,Stem survival-1998,Stem survival-1999,Stem survival-2000,Stem survival-2001,Stem survival-2002,Stem survival-2003,Stem survival-2004,Stem survival-2005,Stem survival-2006,Stem survival-2007,Stem survival-2008,Stem survival-2009,Stem survival-2010,Stem survival-2011,Stem survival-2012,Stem survival-2013,Stem survival-2014,Stem survival-2015,Stem survival-2016,Stem survival-2017,NPP-1976,NPP-1977,NPP-1978,NPP-1979,NPP-1980,NPP-1981,NPP-1982,NPP-1983,NPP-1984,NPP-1985,NPP-1986,NPP-1987,NPP-1988,NPP-1989,NPP-1990,NPP-1991,NPP-1992,NPP-1993,NPP-1994,NPP-1995,NPP-1996,NPP-1997,NPP-1998,NPP-1999,NPP-2000,NPP-2001,NPP-2002,NPP-2003,NPP-2004,NPP-2005,NPP-2006,NPP-2007,NPP-2008,NPP-2009,NPP-2010,NPP-2011,NPP-2012,NPP-2013,NPP-2014,NPP-2015,NPP-2016
Mont-Laurier,6802,3,-58.91666667,48.21666667,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,na,na,0,0,0,0,0,0,0.007077559,0.017656618,0.036574944,0.063126278,0.086313104,0.122146457,0.146637395,0.113679033,0.17231564,0.162048919,0.162518578,0.187500425,0.169930364,0.145925998,0.150901266,0.205210798,0.161157713,0.159063021,0.157236886,0.133665488,0.143618739,0.120088984,0.107670823,0.080741318,0.062867165,0.097985606,0.079806606,0.091606291,0.093472312,0.101174681,0.102912509,0.088870239,0.086655202,0.075506097,na
Mont-Laurier,6802,4,-58.91666667,48.21666667,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,14,na,na,0,0,0,0,0,0,0.003532366,0.008969008,0.017555766,0.032981486,0.052744136,0.078565018,0.086129429,0.06130529,0.07849172,0.086804777,0.110264164,0.128662744,0.121267095,0.101595973,0.124193734,0.178504288,0.122134747,0.119738416,0.15939993,0.136130008,0.124178451,0.146563942,0.13493481,0.096624858,0.089541761,0.146802527,0.125098501,0.124845277,0.137490203,0.125007344,0.137595172,0.115140402,0.104185664,0.110785034,na
Mont-Laurier,6802,6,-58.91666667,48.21666667,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,14,na,na,0,0,0,0.003685096,0.010518851,0.02309247,0.030045087,0.045154145,0.066263668,0.088928095,0.116171159,0.17339953,0.203549872,0.177741381,0.22351068,0.211328968,0.201849555,0.234588397,0.185154335,0.176853312,0.191626825,0.269044328,0.178443382,0.174415029,0.161352708,0.175832572,0.193487759,0.159539275,0.202374853,0.111249959,0.092830752,0.139996803,0.112047755,0.105590398,0.14308813,0.111640597,0.111560053,0.099404632,0.114531745,0.12020684,na
Mont-Laurier,6804,3,-56.1,50.9,120,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,na,na,0,0,0,0,0,0,0,0,0.001498304,0.010550818,0.02248956,0.041095363,0.053525761,0.054059244,0.063249927,0.06676064,0.085301514,0.092766026,0.09364405,0.07503689,0.108700759,0.111189732,0.11242664,0.096742007,0.115548404,0.101362373,0.10056645,0.096344186,0.092939468,0.072732821,0.074611134,0.079472899,0.087749611,0.083086836,0.0918412,0.074481731,0.084302648,0.072453871,0.0828104,0.084713771,na
Mont-Laurier,6804,4,-56.1,50.9,120,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0,0,0.002022189,0.002953222,0.014794682,0.026156111,0.042291196,0.064641549,0.077804185,0.053483109,0.077297346,0.072036361,0.076346601,0.085336184,0.083935452,0.062450989,0.086634304,0.099753439,0.0734282,0.068139772,0.09508207,0.078740198,0.076303517,0.064146884,0.070295882,0.049900659,0.053771691,0.063582702,0.062040627,0.055430666,0.06227177,0.05915479,0.050824155,0.063998851,0.06167349,0.062948366,na
Mont-Laurier,6804,6,-56.1,50.9,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,na,na,0,0,0,0,0,0,0.001603035,0.002380593,0.009184326,0.024780855,0.044546465,0.075670961,0.104043083,0.092362639,0.109293075,0.115524288,0.131829303,0.139889211,0.110139432,0.112960711,0.15278313,0.162766742,0.104777282,0.10643547,0.117869056,0.098521985,0.103105312,0.085438458,0.101602147,0.060891278,0.068417473,0.07569058,0.061277853,0.058139127,0.081264127,0.06304252,0.057820038,0.060867436,0.052014306,0.039677006,na
Mont-Laurier,6805,3,-60.38333333,53.41666667,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0,0,0.007137919,0.020550101,0.040448619,0.060999454,0.086757411,0.124093825,0.14610304,0.127524065,0.175622092,0.204365868,0.208597116,0.232294019,0.203463924,0.174395243,0.197851311,0.242831268,0.210841543,0.221305774,0.217468946,0.179697871,0.178178054,0.141252704,0.171748168,0.128898824,0.087331541,0.142597396,0.136783299,0.113974605,0.144459546,0.122369885,0.099169764,0.078885051,0.06973875,0.077997902,na
Mont-Laurier,6805,4,-60.38333333,53.41666667,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,na,na,0,0,0,0,0,0,0.00142876,0.008906878,0.021474229,0.042930152,0.059173873,0.080356291,0.092154719,0.088402838,0.108329624,0.107561104,0.111238228,0.136376901,0.115475108,0.142241582,0.154328128,0.214477099,0.199410459,0.176447507,0.183129366,0.15927642,0.15906743,0.130901553,0.158837922,0.122336223,0.109949224,0.163799104,0.109884379,0.104046944,0.137684674,0.122963326,0.116725278,0.093311972,0.069287749,0.073356782,na
Mont-Laurier,6805,6,-60.38333333,53.41666667,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,na,na,0,0,0,0,0.003841772,0.010380005,0.019771447,0.025975987,0.04309143,0.064908444,0.088693061,0.115619807,0.153216301,0.157929723,0.186772091,0.217865911,0.20959755,0.242594183,0.221894084,0.180064218,0.185297004,0.240535699,0.19101845,0.188015446,0.193472068,0.187948616,0.15723109,0.121123486,0.148816686,0.117011928,0.068922174,0.117190605,0.100105197,0.101992563,0.135200112,0.096046573,0.107802247,0.108211785,0.10509652,0.092811816,na
Mont-Laurier,6901,3,-77.16666667,45.16666667,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0.002626439,0.015325006,0.028960151,0.055727613,0.139059208,0.167346296,0.200137667,0.263220785,0.298535852,0.243879976,0.337665519,0.370933758,0.343437736,0.372485804,0.304434452,0.285086312,0.263524178,0.405709552,0.315821121,0.302467562,0.350318904,0.278105592,0.252938175,0.207025805,0.246210652,0.162643693,0.110681862,0.156735665,0.17315042,0.169430171,0.234077885,0.158635053,0.230950647,0.18107997,0.153494611,0.204938424,na
Mont-Laurier,6901,4,-77.16666667,45.16666667,120,15,15,15,15,14,14,13,13,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,na,na,0,0,0,0,0.004090872,0.00967739,0.011824964,0.025654531,0.048619482,0.062344008,0.0815901,0.111424727,0.122087138,0.106603484,0.155701805,0.162373355,0.164036013,0.172583966,0.158149953,0.129548388,0.151993056,0.170628709,0.13871362,0.108616276,0.138887745,0.127610467,0.122370357,0.10309514,0.10787215,0.063766546,0.066465075,0.08585325,0.087228672,0.07171221,0.087093545,0.079185056,0.090014858,0.087257454,0.091285152,0.114880488,na
Mont-Laurier,6901,6,-77.16666667,45.16666667,120,13,13,13,13,13,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,na,na,0,0,0,0.001987009,0.011835284,0.022214484,0.02727872,0.045092219,0.067535056,0.075598698,0.076198353,0.102326824,0.133196393,0.107599322,0.132682865,0.145402785,0.124965829,0.141452511,0.113442524,0.13304295,0.127589896,0.183622442,0.149229772,0.129294859,0.117486695,0.143373755,0.129255032,0.115622975,0.131504099,0.097843529,0.073174904,0.112743662,0.087842702,0.102666475,0.129071485,0.095240969,0.112343913,0.094318287,0.093248381,0.105473108,na
Mont-Laurier,6907,3,-81.41666667,48.53333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0.002578039,0.00904151,0.019752942,0.033754771,0.062794987,0.07993751,0.11473861,0.148317879,0.141158095,0.128390064,0.163211839,0.163597765,0.158400649,0.189361907,0.17258764,0.159753671,0.171878471,0.211662048,0.175680161,0.144975698,0.18693048,0.154244372,0.1479264,0.141091306,0.166191366,0.098875311,0.10352069,0.117000697,0.100739149,0.101600327,0.138027938,0.110881474,0.10671692,0.099591419,0.090695427,0.099887833,na
Mont-Laurier,6907,4,-81.41666667,48.53333333,120,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0,0,0.001116089,0.009018035,0.013248138,0.025721512,0.046563267,0.063953117,0.083135367,0.116868623,0.122754728,0.106589688,0.1279373,0.120413333,0.137381672,0.17222379,0.163305211,0.138541482,0.141994596,0.175899233,0.190834468,0.167238617,0.199597481,0.163278156,0.17495951,0.151411615,0.140564068,0.094554941,0.084421499,0.111540508,0.090516073,0.088344154,0.123277645,0.104439496,0.09608126,0.081343748,0.063487441,0.095345283,na
Mont-Laurier,6907,6,-81.41666667,48.53333333,120,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,na,na,0,0,0,0,0.00227604,0.005744395,0.010655803,0.021942882,0.035458849,0.048690453,0.076713127,0.108394043,0.122553256,0.123052301,0.141269147,0.156419716,0.130981424,0.163868881,0.107533272,0.121079041,0.119298366,0.165551351,0.113681412,0.14167401,0.143267692,0.169631326,0.131228188,0.139784981,0.189919809,0.125183286,0.088689552,0.124424562,0.082712853,0.099326083,0.160676302,0.140226414,0.142694553,0.102257962,0.102867766,0.090657565,na
Mont-Laurier,6909,3,-85.08333333,49.75,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,na,na,0,0,0,0,0,0,0.00450267,0.010856486,0.028392254,0.055335305,0.082893301,0.121427238,0.122582623,0.125723024,0.160701888,0.152991918,0.17293438,0.206173454,0.181390961,0.156464547,0.177683086,0.214145827,0.187535336,0.12711465,0.167343052,0.131278798,0.148339129,0.122226225,0.143896566,0.087861993,0.085316713,0.098029877,0.110369557,0.090840474,0.131738136,0.120555049,0.128069501,0.099657141,0.101262018,0.099776036,na
Mont-Laurier,6909,4,-85.08333333,49.75,120,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,na,na,0,0,0,0,0,0,0.00485708,0.011340003,0.020670161,0.034893109,0.073932717,0.102753657,0.122825345,0.113979502,0.169714878,0.144014774,0.154705784,0.179219349,0.143525987,0.136188768,0.189093892,0.219012085,0.222157563,0.187200993,0.236308412,0.168149845,0.184234258,0.204541208,0.220645691,0.123044962,0.141824709,0.153048489,0.151633831,0.155327472,0.146779192,0.120673249,0.156186068,0.148336051,0.12105509,0.153301512,na
Mont-Laurier,6909,6,-85.08333333,49.75,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,na,na,0,0,0,0,0.002194444,0.004848374,0.013076225,0.020481287,0.04143133,0.052864743,0.078748058,0.105456631,0.121431354,0.136361635,0.165435106,0.175721653,0.183192924,0.213601017,0.181532319,0.170885142,0.207736441,0.22078857,0.197978994,0.189481726,0.210843406,0.175476479,0.167675755,0.184429228,0.19837456,0.151449553,0.130001115,0.130014682,0.121701784,0.112389465,0.119222396,0.08951599,0.100443157,0.086371906,0.081286187,0.066502489,na
Mont-Laurier,6914,3,-85.33333333,48.63333333,120,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,na,na,0,0,0,0,0,0.003911806,0.00954689,0.023385584,0.042644243,0.064527318,0.090563,0.110602756,0.143054359,0.119194843,0.16727915,0.148708286,0.154205686,0.183136785,0.145283868,0.128490281,0.128134453,0.183172549,0.181143542,0.137487401,0.170457788,0.127165318,0.126059286,0.109610444,0.098648478,0.072857039,0.061714177,0.091496816,0.09329234,0.0823968,0.114346487,0.078965461,0.076806119,0.063625862,0.073559598,0.076550855,na
Mont-Laurier,6914,4,-85.33333333,48.63333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0.006504896,0.016738234,0.024556112,0.044732923,0.078557721,0.099903484,0.130978957,0.171385792,0.201241039,0.167436437,0.210236676,0.188415412,0.172738721,0.197106335,0.148733951,0.118849598,0.131966421,0.183827131,0.154490446,0.143571559,0.169343935,0.141152178,0.140358148,0.144355686,0.15606023,0.118156516,0.087495248,0.143496273,0.149688035,0.141741491,0.172810571,0.151873202,0.130086759,0.122529276,0.115561816,0.127447299,na
Mont-Laurier,6914,6,-85.33333333,48.63333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0,0.001000687,0.009186535,0.020086295,0.037032422,0.05502482,0.078466504,0.107184052,0.132251909,0.105884018,0.123297197,0.118532183,0.127546221,0.148756936,0.13099711,0.119612774,0.104084514,0.164238287,0.126843705,0.119791291,0.12677288,0.129939592,0.116033926,0.101505107,0.115897493,0.093167414,0.073382061,0.101454907,0.07211545,0.085073807,0.110011944,0.064988193,0.073316068,0.064710743,0.063686801,0.061081866,na
Mont-Laurier,6917,3,-90.45,49,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,na,na,0,0,0,0,0.002772194,0.016206985,0.028135057,0.054554361,0.087000837,0.122078716,0.140685127,0.177536407,0.194515849,0.169459731,0.241514129,0.21698152,0.195485921,0.240507981,0.186166552,0.211341002,0.197630842,0.272851682,0.235841729,0.231984171,0.239691213,0.21696974,0.181343826,0.136264984,0.142906459,0.101898782,0.077981291,0.12397904,0.094882795,0.101428771,0.109888469,0.095291457,0.102933386,0.097827395,0.092257309,0.087796384,na
Mont-Laurier,6917,4,-90.45,49,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,na,na,0,0,0,0.004228391,0.007589382,0.017784562,0.020711058,0.037705813,0.063502727,0.083798803,0.094597289,0.147454167,0.15804959,0.122702459,0.160701675,0.150494516,0.14364433,0.176588119,0.16098544,0.1415164,0.14343048,0.209609413,0.140478732,0.137093125,0.175918732,0.140715635,0.141214321,0.117003633,0.154104643,0.098918986,0.09386505,0.135372227,0.108741537,0.104550892,0.146626073,0.114608789,0.10112078,0.105099603,0.105811001,0.106641402,na
Mont-Laurier,6917,6,-90.45,49,120,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,na,na,0,0,0,0,0.001611781,0.002580699,0.005705393,0.013565404,0.024194536,0.033675854,0.057047543,0.089760765,0.11584706,0.13211658,0.181780229,0.191966973,0.217759954,0.255525124,0.219416955,0.189284129,0.229342339,0.294952544,0.209487408,0.175090512,0.225865411,0.20682459,0.237204753,0.215977757,0.234289323,0.160731145,0.179220692,0.202515156,0.186214615,0.170757333,0.198501843,0.172955329,0.166419378,0.158136205,0.136409232,0.134212077,na
Mont-Laurier,6922,3,-91.66666667,50.25,120,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,na,na,0,0,0,0,0,0.006627318,0.016184027,0.032757632,0.058000953,0.0780171,0.107254178,0.158705443,0.16515964,0.160300032,0.180236179,0.171612938,0.191182305,0.212186117,0.181190555,0.173363785,0.203349315,0.247843088,0.207900131,0.198608463,0.256667968,0.238727654,0.200642403,0.175349421,0.230033573,0.15653638,0.14779393,0.176205386,0.161963113,0.153309233,0.21493301,0.177156247,0.164143519,0.153319585,0.137395681,0.167406932,na
Mont-Laurier,6922,4,-91.66666667,50.25,120,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0,0.00233041,0.006580668,0.015847213,0.026967991,0.039528753,0.065197859,0.089390025,0.10163138,0.103140618,0.128843451,0.152042583,0.154056732,0.183015603,0.178308857,0.15247068,0.179491301,0.224188669,0.208909186,0.190417141,0.197293651,0.159990246,0.184425206,0.17887349,0.185924363,0.119692274,0.110657562,0.144760582,0.127548056,0.112613459,0.148826328,0.119540672,0.132569793,0.112741858,0.114417887,0.146041813,na
Mont-Laurier,6922,6,-91.66666667,50.25,120,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,12,12,12,11,na,na,0.001925573,0.003836987,0.006816047,0.01186039,0.020236698,0.033842865,0.025813947,0.049197235,0.078339923,0.096137062,0.146304075,0.171418374,0.193119297,0.174077952,0.206506435,0.209385526,0.224677399,0.252816166,0.198154297,0.193062451,0.206923026,0.263122926,0.233877825,0.232696757,0.22937936,0.214316307,0.190526439,0.178789953,0.211664936,0.14305424,0.120729672,0.129472609,0.08391097,0.08315438,0.136304949,0.135663886,0.107244903,0.122995231,0.107852953,0.12915379,na
Mont-Laurier,6927,3,-94.28333333,50.83333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,14,na,na,0,0,0,0,0,0.007089056,0.010066282,0.02533238,0.048075679,0.0859144,0.11409253,0.158746852,0.168547035,0.152758492,0.196762908,0.197054453,0.18790841,0.220904696,0.201948371,0.176652169,0.164315388,0.239135292,0.216097755,0.164743266,0.184155113,0.13301493,0.142954857,0.112638619,0.120498537,0.070971711,0.051876032,0.098314685,0.067717886,0.04940745,0.074279085,0.054695754,0.054846355,0.055290032,0.066407492,0.060753201,na
Mont-Laurier,6927,4,-94.28333333,50.83333333,120,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,13,13,12,12,11,11,9,na,na,0,0,0,0.003992586,0.007618707,0.014838539,0.019877273,0.03669841,0.053486244,0.074094028,0.120662332,0.130796091,0.146531694,0.136473619,0.17256616,0.175940148,0.163878318,0.213401028,0.159570929,0.176543246,0.173835252,0.241522926,0.252424203,0.240319052,0.268094972,0.19845827,0.196777568,0.182263364,0.218260737,0.152963252,0.13903086,0.192917276,0.136244472,0.128418101,0.156428434,0.145803951,0.127186592,0.092979181,0.086477747,0.082136598,na
Mont-Laurier,6927,6,-94.28333333,50.83333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,na,na,0,0,0,0.003804822,0.013112213,0.023033137,0.023886169,0.04180191,0.067308822,0.079204328,0.100675803,0.118486472,0.146654807,0.112786257,0.133797364,0.127117606,0.134102574,0.140156409,0.125382608,0.107458091,0.11658857,0.140549491,0.130446198,0.113314535,0.120636742,0.132854386,0.110923292,0.107198669,0.123766302,0.069989501,0.067233265,0.090596406,0.072721944,0.059019001,0.090144207,0.069253136,0.069823121,0.07753479,0.067357193,0.07725689,na
Mont-Laurier,6930,3,-93.66666667,48.8,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,13,na,na,0,0,0,0,0.001543512,0.004992701,0.015465074,0.028865371,0.05294137,0.096020854,0.128999801,0.181876519,0.199483435,0.163310073,0.225435528,0.213509911,0.192422962,0.215496387,0.149745825,0.168538529,0.207073466,0.292944701,0.198657147,0.164819163,0.204171323,0.163454161,0.150315995,0.125828266,0.155294094,0.111946658,0.066508391,0.091446842,0.097721051,0.102057211,0.134855581,0.136788371,0.126885108,0.091871479,0.115783458,0.11328768,na
Mont-Laurier,6930,4,-93.66666667,48.8,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,na,na,0,0,0,0,0.008597944,0.014489227,0.022686713,0.042285238,0.074462681,0.091285215,0.138267384,0.182474341,0.213456226,0.182434528,0.235462992,0.189624953,0.183245586,0.229836088,0.193426732,0.179199761,0.165775981,0.225328208,0.14504621,0.169174388,0.220728854,0.168655067,0.185381387,0.184554837,0.194190598,0.119306103,0.10667966,0.139212999,0.113280487,0.128509081,0.150210788,0.134233324,0.145607241,0.114835001,0.118345792,0.123023341,na
Mont-Laurier,6930,6,-93.66666667,48.8,120,15,15,15,15,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,na,na,0,0,0,0.002130574,0.004304336,0.011048834,0.019193227,0.034769635,0.051857234,0.063100785,0.073891733,0.092521555,0.116450188,0.108215431,0.114315137,0.134074491,0.132289665,0.126430694,0.094591375,0.122152605,0.122122365,0.153231733,0.149082571,0.180657263,0.179052151,0.163373899,0.139088383,0.118756134,0.155914331,0.126387974,0.086804808,0.113292721,0.082627455,0.094079727,0.133900635,0.115089538,0.08054793,0.082417358,0.099330087,0.1118905,na
Mont-Laurier,6938,3,-80.75,49.35,120,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0,0,0,0.007388657,0.016835181,0.030850038,0.053975884,0.077708408,0.104182559,0.135958733,0.151628195,0.127620982,0.153835539,0.173976561,0.206692771,0.207250326,0.172585032,0.143309854,0.19116568,0.221829118,0.176000511,0.160349984,0.217196277,0.182871292,0.182968853,0.178196446,0.183397905,0.123448097,0.107682392,0.143762445,0.131186251,0.127403381,0.181753537,0.149389728,0.137358865,0.109508471,0.104059689,0.117513663,na
Mont-Laurier,6938,4,-80.75,49.35,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,13,13,13,12,na,na,0,0,0,0,0.006733925,0.01117304,0.017370123,0.036312689,0.056626682,0.076969904,0.094697175,0.131183731,0.1522329,0.124256188,0.166328984,0.137915024,0.14331485,0.168145372,0.161125726,0.152416558,0.152784376,0.210891642,0.135813485,0.121885227,0.128492534,0.127349147,0.107039725,0.11026707,0.104450288,0.059031436,0.084933742,0.098908134,0.08146324,0.081751593,0.093505162,0.085742887,0.078290191,0.085758856,0.080655163,0.093185138,na
Mont-Laurier,6938,6,-80.75,49.35,120,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,13,na,na,0,0,0,0,0,0.005116646,0.007949491,0.016369758,0.031337829,0.045760164,0.068681989,0.098388741,0.103193598,0.08915065,0.12407948,0.126457807,0.126617249,0.143943902,0.13143731,0.114659599,0.117992596,0.1472002,0.12179371,0.111922191,0.140348924,0.127441637,0.124719255,0.109222565,0.115635819,0.08201745,0.08120822,0.088044775,0.086171682,0.0650866,0.085657966,0.080264437,0.060883649,0.064221307,0.05669715,0.057695635,na
Mont-Laurier,6965,3,-101.4333333,52.48333333,120,15,15,15,15,15,15,14,14,14,14,14,13,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,na,na,0,0,0,0,0,0,0.001218055,0.005245249,0.012380803,0.029234841,0.036197891,0.055592699,0.060898706,0.053141557,0.079784523,0.074705307,0.09219925,0.091317848,0.077424526,0.076081572,0.103375949,0.107298557,0.118789392,0.096817901,0.111848625,0.091262406,0.093847345,0.082204985,0.096985404,0.063731736,0.06062286,0.067182436,0.060405822,0.062196372,0.082251711,0.060518466,0.068583357,0.064769071,0.061345093,0.081038218,na
Mont-Laurier,6965,4,-101.4333333,52.48333333,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,13,13,12,12,11,na,na,0,0,0,0,0,0,0.001761908,0.007040066,0.012617866,0.01946692,0.031218224,0.059911928,0.065188339,0.081139693,0.102422972,0.10288771,0.125068482,0.149446384,0.147650638,0.136063553,0.154645872,0.187744624,0.156621822,0.15620289,0.212343756,0.171145579,0.138253501,0.133778634,0.154218226,0.121190322,0.114002183,0.113257248,0.104021563,0.095862494,0.136875433,0.091897889,0.080032843,0.081688807,0.072126825,0.097492242,na
Mont-Laurier,6965,6,-101.4333333,52.48333333,120,16,16,16,16,16,16,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,12,12,12,11,na,na,0,0,0,0,0.002028013,0.009847061,0.017185203,0.035208918,0.061463521,0.082038943,0.106973443,0.13947016,0.157275033,0.154194156,0.185355972,0.221141652,0.213157149,0.215845609,0.147620332,0.127529271,0.1646798,0.186182103,0.191964825,0.16498672,0.159157005,0.135680023,0.120625029,0.120588789,0.142503841,0.095470974,0.066412732,0.123039939,0.086367479,0.078394387,0.102482639,0.10047301,0.083554198,0.085924317,0.079086798,0.083694534,na
