Common garden,Provenance,R (bloc no),Longitude,Latitude,Plot size in meters,Stem survival-1976,Stem survival-1977,Stem survival-1978,Stem survival-1979,Stem survival-1980,Stem survival-1981,Stem survival-1982,Stem survival-1983,Stem survival-1984,Stem survival-1985,Stem survival-1986,Stem survival-1987,Stem survival-1988,Stem survival-1989,Stem survival-1990,Stem survival-1991,Stem survival-1992,Stem survival-1993,Stem survival-1994,Stem survival-1995,Stem survival-1996,Stem survival-1997,Stem survival-1998,Stem survival-1999,Stem survival-2000,Stem survival-2001,Stem survival-2002,Stem survival-2003,Stem survival-2004,Stem survival-2005,Stem survival-2006,Stem survival-2007,Stem survival-2008,Stem survival-2009,Stem survival-2010,Stem survival-2011,Stem survival-2012,Stem survival-2013,Stem survival-2014,Stem survival-2015,Stem survival-2016,Stem survival-2017,NPP-1976,NPP-1977,NPP-1978,NPP-1979,NPP-1980,NPP-1981,NPP-1982,NPP-1983,NPP-1984,NPP-1985,NPP-1986,NPP-1987,NPP-1988,NPP-1989,NPP-1990,NPP-1991,NPP-1992,NPP-1993,NPP-1994,NPP-1995,NPP-1996,NPP-1997,NPP-1998,NPP-1999,NPP-2000,NPP-2001,NPP-2002,NPP-2003,NPP-2004,NPP-2005,NPP-2006,NPP-2007,NPP-2008,NPP-2009,NPP-2010,NPP-2011,NPP-2012,NPP-2013,NPP-2014,NPP-2015,NPP-2016
Chibougamau,6901,3,-77.16666667,45.16666667,92.16,na,na,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,na,na,0,0,0,0,0,0,0.000888427,0.004286575,0.007720127,0.013318717,0.021080848,0.028878985,0.040504237,0.052462734,0.047394256,0.06597076,0.059141884,0.080060521,0.083966704,0.084045187,0.086781241,0.087668424,0.090467041,0.100712883,0.086031667,0.080575859,0.07995862,0.087146893,0.083371514,0.090011806,0.080546199,0.065681694,0.070108013,0.067858849,0.055774153,0.049522617,0.033709194,0.03825137,0.041191031
Chibougamau,6901,4,-77.16666667,45.16666667,92.16,na,na,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,na,na,0,0,0,0.001366873,0.006716068,0.010788491,0.016462081,0.021180432,0.029271548,0.047935264,0.055577658,0.066807556,0.065415893,0.078310004,0.078366028,0.087332429,0.08291344,0.113070574,0.122098301,0.122604653,0.121436489,0.11781129,0.115806548,0.126474334,0.126170939,0.12671277,0.112224694,0.102049284,0.12079615,0.115039015,0.102334519,0.088746699,0.086521057,0.089532782,0.076903111,0.073586679,0.070481908,0.069670232,0.065610276
Chibougamau,6901,5,-77.16666667,45.16666667,92.16,na,na,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,na,na,0,0,0.002053716,0.003634761,0.009120694,0.023131154,0.040157684,0.048900195,0.055826123,0.086203814,0.097680719,0.115212655,0.110721799,0.121791438,0.120518468,0.146602444,0.152041399,0.181278108,0.188806184,0.179087805,0.17722653,0.188226859,0.184100859,0.229625121,0.222854415,0.207882541,0.200031948,0.20043832,0.219330364,0.20829012,0.19630997,0.144763795,0.150453832,0.150111012,0.136147441,0.149498257,0.100035745,0.115670437,0.110359218
Chibougamau,6907,3,-81.41666667,48.53333333,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0.00191481,0.005392709,0.007031675,0.01402971,0.027085394,0.030682211,0.032021268,0.042002053,0.053138039,0.064119346,0.075530143,0.08988499,0.085404285,0.120030716,0.117201324,0.148924602,0.173141479,0.169216578,0.157215432,0.156323251,0.150103082,0.162347634,0.168771615,0.147577424,0.137016943,0.127588857,0.144093995,0.134312185,0.119525973,0.105878148,0.101558806,0.088161211,0.087797458,0.084435313,0.061244453,0.055356006,0.057968259
Chibougamau,6907,4,-81.41666667,48.53333333,92.16,na,na,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,12,12,12,na,na,0,0,0,0.001991486,0.003628444,0.015456581,0.025562224,0.039432101,0.055132698,0.084100555,0.103787086,0.128668832,0.121773013,0.138477613,0.13007633,0.161341475,0.190026894,0.241264956,0.274791862,0.249476342,0.239528064,0.240316281,0.215490135,0.228484567,0.244590447,0.252198892,0.265899326,0.283824018,0.337123005,0.288108607,0.2520237,0.195589899,0.19256017,0.205129938,0.187229603,0.167427682,0.135847283,0.149676681,0.116851186
Chibougamau,6907,5,-81.41666667,48.53333333,92.16,na,na,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,na,na,0,0,0,0.00303274,0.010441657,0.028480427,0.051080318,0.070340096,0.083162531,0.121626519,0.137012563,0.179852635,0.160424608,0.16077574,0.154399985,0.165780151,0.159723684,0.20580718,0.232610165,0.218334167,0.196257014,0.207671136,0.192743709,0.199919566,0.225519777,0.198586131,0.19840138,0.18883026,0.224918819,0.191996627,0.18145633,0.148715029,0.163481135,0.187285603,0.145272803,0.140975734,0.127772383,0.140454697,0.124353747
Chibougamau,6909,3,-85.08333333,49.75,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0.001341645,0.002242812,0.004563832,0.01207647,0.018772561,0.021706388,0.029047348,0.043432419,0.058791626,0.074628185,0.094234013,0.097198756,0.131737695,0.125924122,0.150464896,0.16650805,0.188427709,0.156293167,0.162125112,0.160135695,0.148908527,0.144668344,0.129242232,0.125494883,0.128538805,0.153783295,0.137736814,0.136301012,0.111587943,0.12643694,0.128441932,0.108901057,0.104069593,0.077043655,0.076056359,0.079746508
Chibougamau,6909,4,-85.08333333,49.75,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,na,na,0,0,0.002626315,0.00420648,0.007803601,0.013879835,0.025589968,0.033196259,0.039272714,0.062652766,0.081744518,0.0997563,0.10636389,0.12485104,0.122229607,0.14857941,0.142526974,0.171072838,0.209587217,0.210693877,0.210389179,0.221563203,0.211113145,0.237318964,0.229952864,0.218133063,0.202531334,0.198222231,0.229338891,0.243591543,0.20768293,0.173773561,0.170610829,0.152352627,0.128396957,0.136812302,0.116963423,0.110461906,0.094857338
Chibougamau,6909,5,-85.08333333,49.75,92.16,na,na,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0.002243063,0.003902589,0.006035017,0.014667545,0.02745553,0.038682158,0.045407209,0.070224001,0.085768559,0.121174955,0.12385141,0.132529301,0.126605284,0.152659559,0.170851987,0.187827503,0.195837169,0.197162014,0.188514813,0.192013998,0.182604367,0.199890011,0.195412232,0.177439415,0.195423508,0.179911637,0.17159278,0.192375911,0.18682835,0.149608544,0.135623382,0.142194311,0.106314393,0.100526535,0.070112527,0.077014748,0.086045196
Chibougamau,6914,3,-85.33333333,48.63333333,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0,0,0.003118704,0.011010719,0.017713101,0.029729347,0.05126103,0.078074623,0.095486584,0.124562217,0.118878615,0.163568222,0.152117679,0.166255968,0.179556973,0.186319902,0.168696533,0.158705887,0.141977412,0.131097704,0.129214326,0.126069222,0.109524141,0.101818574,0.121806072,0.112664547,0.106887966,0.095960342,0.105315205,0.102167619,0.102152853,0.101294785,0.078151322,0.069079649,0.079966848
Chibougamau,6914,4,-85.33333333,48.63333333,92.16,na,na,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,13,13,13,13,12,12,na,na,0,0,0,0,0,0.006531913,0.015009584,0.02899491,0.046828865,0.072840587,0.098087869,0.132555065,0.12438982,0.163509476,0.159686337,0.16481458,0.181536043,0.233650729,0.262264152,0.253787339,0.214369292,0.232975953,0.242333196,0.228959538,0.253768244,0.236007732,0.247669505,0.237269621,0.267222924,0.256901784,0.227681462,0.192616648,0.230567032,0.179762533,0.161480425,0.125580589,0.109631234,0.121653956,0.097765823
Chibougamau,6914,5,-85.33333333,48.63333333,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0.002484625,0.005003625,0.011431541,0.024611916,0.047720466,0.052118744,0.053518458,0.07937384,0.103807153,0.132739107,0.144255797,0.171629572,0.151715625,0.195795461,0.198515174,0.230691406,0.237877363,0.25133154,0.220020754,0.22470238,0.219416275,0.206806791,0.191443753,0.166233559,0.167731508,0.181476834,0.178747326,0.171424956,0.133817945,0.105400323,0.124717519,0.115263986,0.099844953,0.102490607,0.065049496,0.0688424,0.087989575
Chibougamau,6917,3,-90.45,49,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0.00176343,0.004753977,0.00974731,0.025784284,0.04710444,0.051489196,0.051277332,0.071331371,0.083847842,0.102844964,0.102656251,0.114953369,0.110834715,0.133315544,0.130885986,0.16265477,0.188364174,0.181633811,0.170438941,0.143211069,0.136780787,0.144065422,0.124839923,0.129625077,0.131382372,0.12912008,0.13909219,0.133894732,0.130875399,0.109204832,0.12583369,0.112548803,0.118440575,0.116592179,0.070099425,0.079069015,0.071946086
Chibougamau,6917,4,-90.45,49,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,na,na,0,0,0.001850931,0.003903095,0.004876361,0.010296426,0.020103412,0.023060514,0.028096657,0.040220255,0.056983194,0.074549222,0.096176016,0.123269852,0.116294245,0.142468771,0.139532063,0.168827943,0.183897814,0.179190984,0.157145411,0.174312234,0.161151213,0.158512426,0.162650674,0.144720973,0.129581327,0.127904935,0.146232022,0.125526938,0.107223619,0.077358732,0.075494378,0.081063286,0.075835867,0.076457835,0.060986745,0.071657906,0.063444003
Chibougamau,6917,5,-90.45,49,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,na,na,0,0,0.001554217,0.006775498,0.013161531,0.027411287,0.044882149,0.056728361,0.068725616,0.102217803,0.117703039,0.138564519,0.134195206,0.144383498,0.133057331,0.139922384,0.124576373,0.147622728,0.178661226,0.180774911,0.161210865,0.168713811,0.14847674,0.161192027,0.156421604,0.148213782,0.137947649,0.146034009,0.166362533,0.153247716,0.135830106,0.118973607,0.129159923,0.117115143,0.106602822,0.095329951,0.075909717,0.081457706,0.076251665
Chibougamau,6922,3,-91.66666667,50.25,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0.001520737,0.002833764,0.004666308,0.008024118,0.020208987,0.023863892,0.028116702,0.035873714,0.051071363,0.061306737,0.067298742,0.075895749,0.072359044,0.095796623,0.100990252,0.131601577,0.150232282,0.143197904,0.128394491,0.121894146,0.111341586,0.113174574,0.098318708,0.088009817,0.081585595,0.078848096,0.08660906,0.083470897,0.079536701,0.063608818,0.072866722,0.074736523,0.063894176,0.055918883,0.039530648,0.035120236,0.041217563
Chibougamau,6922,4,-91.66666667,50.25,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,na,na,0.001798065,0.002200055,0.00550467,0.011514901,0.027653709,0.045863436,0.070472362,0.081199264,0.094650015,0.129976158,0.126851927,0.136546548,0.149128632,0.169248983,0.159136307,0.173022243,0.155478732,0.179807248,0.216845962,0.202637942,0.194096685,0.185445114,0.212471535,0.203996109,0.19018674,0.188449075,0.183934947,0.154523003,0.211053737,0.189256492,0.175367391,0.14122108,0.165759057,0.16408701,0.163012071,0.16912135,0.136324972,0.133068439,0.144709854
Chibougamau,6922,5,-91.66666667,50.25,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0.004557186,0.008118017,0.013748053,0.030448496,0.033928333,0.038339527,0.05704409,0.076156819,0.096491275,0.099865931,0.113821173,0.097394624,0.115336552,0.114002841,0.132273367,0.139002469,0.145161611,0.111965133,0.112162411,0.118815292,0.118832034,0.111337179,0.100790904,0.097331474,0.096790812,0.107375577,0.110389194,0.089447327,0.06425586,0.077950673,0.075104669,0.0696851,0.073083729,0.05318261,0.050784735,0.067627067
Chibougamau,6927,3,-94.28333333,50.83333333,92.16,na,na,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0.00142157,0.003477841,0.004020662,0.008347641,0.019534115,0.020981387,0.025209652,0.033022712,0.047846957,0.065805859,0.070944679,0.087186743,0.08095819,0.10248607,0.112099533,0.135098142,0.15517253,0.161500079,0.141633712,0.13709087,0.135380037,0.14778183,0.141128668,0.134019348,0.12161503,0.12375661,0.137056894,0.146408276,0.118025249,0.102533687,0.117352641,0.135443842,0.12395508,0.114348722,0.086673225,0.084474079,0.083143037
Chibougamau,6927,4,-94.28333333,50.83333333,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,14,14,13,13,12,12,11,11,10,10,9,na,na,0,0,0.006239082,0.008263217,0.020993698,0.037517901,0.070873689,0.080589863,0.086067876,0.110700708,0.11708459,0.146849679,0.14608576,0.159548828,0.139725067,0.155618548,0.156740952,0.184326905,0.201399137,0.190751281,0.177760426,0.192495179,0.181152266,0.184139859,0.175861928,0.181116525,0.171363981,0.160378592,0.177736625,0.154914195,0.139370781,0.108250626,0.114631231,0.115544726,0.100886483,0.079064425,0.070429035,0.048630299,0.047823113
Chibougamau,6927,5,-94.28333333,50.83333333,92.16,na,na,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,na,na,0,0,0.001707387,0.006078084,0.007152196,0.010221547,0.022710396,0.022824916,0.027137101,0.036993958,0.04986784,0.059207631,0.060847623,0.064617561,0.064547793,0.083029733,0.079287276,0.099718125,0.106377139,0.104918306,0.112381705,0.113838618,0.113464588,0.11323139,0.11152498,0.108779627,0.114980525,0.112301312,0.109880464,0.106705957,0.111788483,0.09992831,0.106845663,0.099850644,0.086410548,0.095837612,0.071744235,0.083435377,0.067300014
Chibougamau,6930,3,-93.66666667,48.8,92.16,na,na,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0,0.00140268,0.001253907,0.004762993,0.014526494,0.016563642,0.01933815,0.025217418,0.033492798,0.043923939,0.047030158,0.056662541,0.054781963,0.067865548,0.073732179,0.100363415,0.116043554,0.121528109,0.106604544,0.111209609,0.10708586,0.095292767,0.08634802,0.07378751,0.062001042,0.066261713,0.065168915,0.05935109,0.047038389,0.03936255,0.044159144,0.047158833,0.045249722,0.049464359,0.035335648,0.034852492,0.037514504
Chibougamau,6930,4,-93.66666667,48.8,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,na,na,0,0,0.001612352,0.002175524,0.005566771,0.018878539,0.037877345,0.04481049,0.056342411,0.086651295,0.097650274,0.134711724,0.136322153,0.140803835,0.139243892,0.160565666,0.168110579,0.217256117,0.266234647,0.243484616,0.236472849,0.257250281,0.23556818,0.26744794,0.24510792,0.234906316,0.209793877,0.200730417,0.225335181,0.230554593,0.183516109,0.175268218,0.193250969,0.184398428,0.155037545,0.16245458,0.121108415,0.127098047,0.100283522
Chibougamau,6930,5,-93.66666667,48.8,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0.005267418,0.003694658,0.011608748,0.027442298,0.029418824,0.031461606,0.046113388,0.059960965,0.077723362,0.09269091,0.115360012,0.101862167,0.11672498,0.124326298,0.142887656,0.173859175,0.173480811,0.149780613,0.12375287,0.130932407,0.133300203,0.129070369,0.10940438,0.101088872,0.110442575,0.114762467,0.113379109,0.111715987,0.078441187,0.094992512,0.091311717,0.076187402,0.072715624,0.058981577,0.062804174,0.071061249
Chibougamau,6938,3,-80.75,49.35,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0.006331702,0.009002058,0.021315333,0.045893823,0.053458086,0.066506936,0.088124473,0.097159059,0.119897312,0.123797851,0.140175335,0.143676964,0.173248325,0.185049152,0.197640407,0.235518107,0.209591287,0.196560592,0.223193129,0.199862302,0.193975689,0.212636685,0.195074225,0.180948587,0.172505072,0.196837951,0.21425813,0.185567753,0.14478952,0.159583201,0.163532816,0.167297832,0.158287135,0.122927154,0.126866955,0.138525787
Chibougamau,6938,4,-80.75,49.35,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,14,14,14,14,13,13,na,na,0,0,0,0,0.004604486,0.008899372,0.016466791,0.024976825,0.037450323,0.051437605,0.071590554,0.097758743,0.097732615,0.10582841,0.103202961,0.122061801,0.124334677,0.149051607,0.157942426,0.163128309,0.153105885,0.162332542,0.164080836,0.15018202,0.150441208,0.132575087,0.13449728,0.130956384,0.146398695,0.131587249,0.122064381,0.094183935,0.094839861,0.097328963,0.079334431,0.07496503,0.054494024,0.057418094,0.053029316
Chibougamau,6938,5,-80.75,49.35,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0.002694001,0.005565665,0.005406409,0.011414478,0.022465874,0.024765091,0.030038313,0.040681509,0.052909875,0.065972717,0.068128578,0.084067265,0.08408756,0.105421753,0.104340896,0.130635613,0.130909213,0.166020779,0.147184461,0.147053129,0.133880567,0.128586626,0.127277839,0.102140742,0.092196133,0.086878205,0.094927883,0.077753338,0.084020068,0.070940575,0.065943494,0.063371578,0.055597649,0.050013459,0.03884248,0.040943029,0.043937576
Chibougamau,6965,3,-101.4333333,52.48333333,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0,0,0,0.008039651,0.009937385,0.016572049,0.030327359,0.040732621,0.050666601,0.068636505,0.067616507,0.108856091,0.114977168,0.132289715,0.152106257,0.1522626,0.138183715,0.120715687,0.124865098,0.115260899,0.099052961,0.091691636,0.076348712,0.084206404,0.086855387,0.07449054,0.054851917,0.053430178,0.058637007,0.055563516,0.060699349,0.060184171,0.042669407,0.043036294,0.049754784
Chibougamau,6965,4,-101.4333333,52.48333333,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0,0.009029546,0.017271451,0.031491313,0.047286642,0.070836251,0.084358329,0.111332656,0.122044011,0.133719923,0.132071343,0.171901798,0.166179429,0.201348367,0.216759794,0.216494396,0.190545539,0.198907048,0.201281629,0.232548829,0.225359358,0.238949329,0.214275374,0.183070618,0.208703385,0.227074375,0.200702806,0.168321593,0.171999796,0.186745613,0.177741609,0.171293436,0.148431444,0.153650416,0.134173675
Chibougamau,6965,5,-101.4333333,52.48333333,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,13,13,12,12,11,11,10,10,9,9,8,na,na,0,0,0,0,0.004115118,0.015651457,0.030945851,0.044418811,0.066049685,0.091253346,0.107436149,0.144708639,0.127747952,0.146629986,0.125327668,0.133500079,0.140094598,0.17915137,0.202631359,0.206971772,0.209630765,0.193509487,0.151985885,0.181012936,0.183162675,0.169555757,0.169809524,0.163355919,0.174073762,0.143014754,0.13234877,0.099817227,0.100818789,0.082402095,0.066553066,0.046222621,0.04082995,0.035061779,0.030309099
Chibougamau,6967,3,-94.666667,55.5,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0,0,0.00236616,0.00955007,0.013405958,0.018429477,0.027259735,0.037516641,0.047803067,0.062278725,0.067461267,0.118424734,0.121851219,0.131220381,0.152423612,0.155281842,0.139360721,0.133712881,0.158620515,0.158184225,0.149532419,0.148189361,0.122152986,0.127340986,0.144325368,0.125667066,0.127584063,0.108681274,0.106998989,0.112205698,0.10683103,0.101536098,0.091597652,0.075087663,0.098024298
Chibougamau,6967,4,-94.666667,55.5,92.16,na,na,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,11,11,11,10,10,9,9,9,8,8,na,na,0,0,0,0,0,0,0.003630381,0.008456398,0.019594157,0.033905609,0.054448192,0.073343877,0.079100556,0.100562372,0.090257505,0.118064703,0.138877427,0.165928991,0.188361548,0.200636804,0.162868582,0.160396264,0.142730893,0.167936981,0.1530021,0.157216918,0.156013716,0.146785426,0.153601019,0.141491402,0.111736296,0.064239859,0.064996508,0.041491861,0.024430719,0.021301432,0.01781962,0.024145509,0.022172788
Chibougamau,6967,5,-94.666667,55.5,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0.001899211,0.004818293,0.016114469,0.024343862,0.028831596,0.04209152,0.062867709,0.089823906,0.108177872,0.13969323,0.136462592,0.17546298,0.162317796,0.196732928,0.240090031,0.236778703,0.20536106,0.229928881,0.229380699,0.276171486,0.251402883,0.208647501,0.234268659,0.228766599,0.232500003,0.229759436,0.211519342,0.186647251,0.183066301,0.175169852,0.171880082,0.164328034,0.1456107,0.148349026,0.131563993
Chibougamau,6970,3,-108.7,56.05,92.16,na,na,15,15,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,na,na,0,0,0,0,0.000919289,0.006457987,0.01502828,0.018737126,0.023013041,0.041746176,0.054185439,0.067349249,0.083983124,0.097286676,0.088434515,0.123465254,0.11355187,0.134789141,0.167412063,0.157554937,0.151929072,0.136362627,0.141597148,0.164400266,0.157056367,0.128684309,0.118104718,0.125007312,0.138225385,0.1367812,0.103109683,0.076944741,0.102455066,0.087486078,0.078243949,0.091373413,0.061465841,0.059754124,0.057838955
Chibougamau,6970,4,-108.7,56.05,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,na,na,0,0,0,0,0.002166888,0.007228796,0.021712676,0.033896269,0.04734971,0.082361749,0.087068508,0.107363058,0.108782473,0.132253205,0.119625487,0.172344274,0.15783589,0.189501474,0.211489388,0.212299504,0.192058256,0.169854046,0.181569703,0.175510363,0.155034127,0.160159639,0.176621595,0.162898973,0.186189161,0.17896713,0.172479326,0.142665676,0.150953141,0.163611635,0.134969197,0.130934491,0.097362008,0.095274104,0.091595652
Chibougamau,6970,5,-108.7,56.05,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0,0.001023048,0.000625051,0.001115761,0.00526569,0.007955562,0.011229919,0.017071883,0.021759409,0.033263932,0.039578442,0.044750289,0.055681634,0.068165722,0.077729733,0.076981073,0.095467292,0.097006892,0.090301822,0.086315695,0.092092905,0.101411276,0.099976237,0.095352013,0.086209015,0.100334796,0.111628218,0.103721895,0.090804173,0.083588135,0.094989537,0.094198841,0.079619532,0.066445384,0.053787937,0.046386189,0.043458538
Chibougamau,6973,3,-96.3,49.28333333,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0.003326255,0.004660815,0.011487342,0.027906437,0.030160508,0.035043684,0.069942181,0.105011478,0.120138968,0.140085811,0.173385329,0.15712908,0.211698611,0.190636283,0.245026687,0.259910582,0.278749098,0.243559218,0.257328806,0.246505526,0.257985265,0.262011087,0.22670218,0.251579455,0.27887371,0.303901459,0.263030077,0.277135915,0.226817397,0.268894264,0.228571993,0.25990615,0.280186258,0.184947237,0.208723075,0.185983862
Chibougamau,6973,4,-96.3,49.28333333,92.16,na,na,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,na,na,0,0,0,0,0.002023968,0.012953623,0.028063146,0.040682027,0.056625113,0.091444709,0.097887741,0.12745224,0.117543988,0.129183814,0.120071749,0.12128128,0.146701707,0.183842376,0.197398875,0.180194492,0.146614237,0.150530512,0.141533604,0.148347141,0.160647361,0.135355503,0.134902562,0.127388987,0.171836874,0.164797216,0.125865122,0.092414559,0.125022249,0.103497937,0.080630186,0.075681486,0.052767844,0.058452252,0.041703833
Chibougamau,6973,5,-96.3,49.28333333,92.16,na,na,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,11,11,10,10,9,9,8,8,7,7,na,na,0,0,0.002592149,0.008923344,0.016298968,0.031721856,0.049337968,0.058174355,0.064627886,0.09920199,0.109220538,0.129689506,0.13294117,0.141197175,0.133575296,0.149180027,0.129112671,0.157920757,0.168127894,0.16014302,0.144542197,0.160821391,0.168035165,0.185049499,0.160293743,0.153195781,0.140911051,0.139938059,0.159597206,0.144794044,0.120122386,0.090248625,0.100568442,0.096675158,0.077714215,0.06489068,0.053819671,0.050832419,0.052770021
