Common garden,Prov,xVar,Value,Std.Error,DF,tvalue,p-value,var
Mont-Laurier,Prov321,(Intercept),-0.117461027,0.173585695,99,-0.67667458,0.500190436,X(Intercept)
Mont-Laurier,Prov321,prevSummerTemp,-0.012928569,0.002301925,99,-5.616417184,1.79E-07,XprevSummerTemp
Mont-Laurier,Prov321,prevFallTemp,-0.000193254,0.001853235,99,-0.104279471,0.917158538,XprevFallTemp
Mont-Laurier,Prov321,WinterTemp,0.005754452,0.001126321,99,5.109071222,1.58E-06,XWinterTemp
Mont-Laurier,Prov321,SpringTemp,-0.003041166,0.001214417,99,-2.504219601,0.013906068,XSpringTemp
Mont-Laurier,Prov321,SummerTemp,-0.008159668,0.002314447,99,-3.525535943,0.000641865,XSummerTemp
Mont-Laurier,Prov321,FallTemp,0.001172183,0.001993967,99,0.587864699,0.557961697,XFallTemp
Mont-Laurier,Prov321,prevSummerSMI,0.001215302,0.000380881,99,3.19076731,0.001901357,XprevSummerSMI
Mont-Laurier,Prov321,prevFallSMI,-0.0012586,0.000435346,99,-2.891032893,0.00471981,XprevFallSMI
Mont-Laurier,Prov321,Snowfall,3.85E-05,3.53E-05,99,1.090865587,0.277979922,XSnowfall
Mont-Laurier,Prov321,SpringSMI,-0.001358313,0.000922493,99,-1.472437694,0.14407481,XSpringSMI
Mont-Laurier,Prov321,SummerSMI,0.000461104,0.00036423,99,1.265970214,0.208494725,XSummerSMI
Mont-Laurier,Prov321,FallSMI,0.000599017,0.000416414,99,1.438511634,0.153442857,XFallSMI
Mont-Laurier,Prov321,totalC:as.factor(Bloc)3,0.487939968,0.087600129,99,5.570082731,2.19E-07,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov321,totalC:as.factor(Bloc)4,0.386198194,0.068805361,99,5.612908469,1.82E-07,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov321,totalC:as.factor(Bloc)6,0.330587857,0.057868072,99,5.712785072,1.17E-07,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov321,s(Year):as.factor(Bloc)3Fx1,1.800640549,0.350813018,99,5.132764335,1.43E-06,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov321,s(Year):as.factor(Bloc)4Fx1,1.609134007,0.301585158,99,5.335587532,6.04E-07,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov321,s(Year):as.factor(Bloc)6Fx1,1.623936213,0.293684919,99,5.529518562,2.62E-07,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov325,(Intercept),0.12438953,0.197014002,99,0.631374061,0.529251079,X(Intercept)
Mont-Laurier,Prov325,prevSummerTemp,-0.011292385,0.003033951,99,-3.722006709,0.000328346,XprevSummerTemp
Mont-Laurier,Prov325,prevFallTemp,-0.001391314,0.002408375,99,-0.577698119,0.564779571,XprevFallTemp
Mont-Laurier,Prov325,WinterTemp,0.004960143,0.001441357,99,3.441300144,0.000849301,XWinterTemp
Mont-Laurier,Prov325,SpringTemp,-0.003033717,0.001571229,99,-1.930793041,0.056369452,XSpringTemp
Mont-Laurier,Prov325,SummerTemp,-0.005187652,0.002991535,99,-1.734110607,0.086011235,XSummerTemp
Mont-Laurier,Prov325,FallTemp,0.000127282,0.002513164,99,0.050646003,0.959709649,XFallTemp
Mont-Laurier,Prov325,prevSummerSMI,-0.000229248,0.000482053,99,-0.475565787,0.63543142,XprevSummerSMI
Mont-Laurier,Prov325,prevFallSMI,2.42E-05,0.000555417,99,0.043551601,0.965349553,XprevFallSMI
Mont-Laurier,Prov325,Snowfall,1.87E-05,4.46E-05,99,0.419067053,0.676074989,XSnowfall
Mont-Laurier,Prov325,SpringSMI,-0.000860166,0.00114791,99,-0.749332417,0.45543373,XSpringSMI
Mont-Laurier,Prov325,SummerSMI,-0.00116857,0.000466008,99,-2.507616166,0.013781207,XSummerSMI
Mont-Laurier,Prov325,FallSMI,0.002042365,0.000549816,99,3.714630776,0.000336857,XFallSMI
Mont-Laurier,Prov325,totalC:as.factor(Bloc)3,0.17497287,0.051983533,99,3.365928759,0.001086973,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov325,totalC:as.factor(Bloc)4,0.170264308,0.049969395,99,3.407371825,0.000949498,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov325,totalC:as.factor(Bloc)6,0.213449761,0.070579115,99,3.02426235,0.003174649,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov325,s(Year):as.factor(Bloc)3Fx1,0.905522368,0.311598774,99,2.906052415,0.004516219,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov325,s(Year):as.factor(Bloc)4Fx1,0.862880951,0.299043809,99,2.885466693,0.004797378,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov325,s(Year):as.factor(Bloc)6Fx1,0.810454179,0.297571455,99,2.723561566,0.007634705,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov326,(Intercept),-0.103028191,0.187787269,99,-0.548643109,0.58448559,X(Intercept)
Mont-Laurier,Prov326,prevSummerTemp,-0.00835856,0.002683731,99,-3.11452958,0.002409946,XprevSummerTemp
Mont-Laurier,Prov326,prevFallTemp,-0.003204965,0.002095187,99,-1.529679564,0.129285145,XprevFallTemp
Mont-Laurier,Prov326,WinterTemp,0.004995005,0.001251363,99,3.991651203,0.000126016,XWinterTemp
Mont-Laurier,Prov326,SpringTemp,-0.00303262,0.001336908,99,-2.268383769,0.025477419,XSpringTemp
Mont-Laurier,Prov326,SummerTemp,-0.006201473,0.00259939,99,-2.385741311,0.018946919,XSummerTemp
Mont-Laurier,Prov326,FallTemp,-0.000765084,0.002228877,99,-0.343260105,0.732130652,XFallTemp
Mont-Laurier,Prov326,prevSummerSMI,0.000232749,0.000421277,99,0.552484626,0.581861608,XprevSummerSMI
Mont-Laurier,Prov326,prevFallSMI,-0.000361545,0.000501004,99,-0.721639959,0.472216805,XprevFallSMI
Mont-Laurier,Prov326,Snowfall,1.44E-05,3.68E-05,99,0.391257599,0.696447649,XSnowfall
Mont-Laurier,Prov326,SpringSMI,-0.001271311,0.000979482,99,-1.297941641,0.197323264,XSpringSMI
Mont-Laurier,Prov326,SummerSMI,-7.81E-05,0.000412787,99,-0.189294396,0.850249632,XSummerSMI
Mont-Laurier,Prov326,FallSMI,0.00088042,0.000465181,99,1.892641107,0.061326844,XFallSMI
Mont-Laurier,Prov326,totalC:as.factor(Bloc)3,0.346639273,0.073791593,99,4.697544238,8.50E-06,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov326,totalC:as.factor(Bloc)4,0.317001835,0.066171342,99,4.790621239,5.84E-06,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov326,totalC:as.factor(Bloc)6,0.334091451,0.069612169,99,4.79932538,5.64E-06,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov326,s(Year):as.factor(Bloc)3Fx1,1.43511098,0.324228672,99,4.426230939,2.47E-05,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov326,s(Year):as.factor(Bloc)4Fx1,1.464856314,0.327663594,99,4.470610526,2.08E-05,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov326,s(Year):as.factor(Bloc)6Fx1,1.566259656,0.352893883,99,4.438330426,2.36E-05,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov329,(Intercept),-0.240629917,0.169380051,99,-1.42065087,0.158560225,X(Intercept)
Mont-Laurier,Prov329,prevSummerTemp,-0.010486923,0.002129854,99,-4.923775043,3.40E-06,XprevSummerTemp
Mont-Laurier,Prov329,prevFallTemp,6.41E-05,0.001704739,99,0.037625479,0.970062059,XprevFallTemp
Mont-Laurier,Prov329,WinterTemp,0.003959346,0.001019504,99,3.883601416,0.00018591,XWinterTemp
Mont-Laurier,Prov329,SpringTemp,-0.002245679,0.001105697,99,-2.031007961,0.044934895,XSpringTemp
Mont-Laurier,Prov329,SummerTemp,-0.010427732,0.002069829,99,-5.037967356,2.12E-06,XSummerTemp
Mont-Laurier,Prov329,FallTemp,0.000275605,0.001833617,99,0.150306478,0.880828635,XFallTemp
Mont-Laurier,Prov329,prevSummerSMI,0.000216863,0.000350499,99,0.618726385,0.537517686,XprevSummerSMI
Mont-Laurier,Prov329,prevFallSMI,-0.000698662,0.000406915,99,-1.71697426,0.089110897,XprevFallSMI
Mont-Laurier,Prov329,Snowfall,1.81E-05,3.19E-05,99,0.567691294,0.571529795,XSnowfall
Mont-Laurier,Prov329,SpringSMI,-0.002079119,0.000838753,99,-2.478821861,0.014872303,XSpringSMI
Mont-Laurier,Prov329,SummerSMI,-0.000240489,0.000328687,99,-0.731665602,0.466101117,XSummerSMI
Mont-Laurier,Prov329,FallSMI,0.001107448,0.000384667,99,2.878979604,0.004889256,XFallSMI
Mont-Laurier,Prov329,totalC:as.factor(Bloc)3,0.472797475,0.064774452,99,7.299135144,7.36E-11,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov329,totalC:as.factor(Bloc)4,0.557983042,0.077925777,99,7.160442484,1.44E-10,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov329,totalC:as.factor(Bloc)6,0.587764682,0.083148179,99,7.068882194,2.23E-10,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov329,s(Year):as.factor(Bloc)3Fx1,2.501662912,0.368797327,99,6.783300015,8.66E-10,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov329,s(Year):as.factor(Bloc)4Fx1,2.568540594,0.383561697,99,6.696551344,1.30E-09,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov329,s(Year):as.factor(Bloc)6Fx1,2.473350878,0.369274775,99,6.697860356,1.30E-09,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov332,(Intercept),-0.661291362,0.191372562,99,-3.455518147,0.000810346,X(Intercept)
Mont-Laurier,Prov332,prevSummerTemp,-0.010310102,0.002575977,99,-4.002403647,0.000121188,XprevSummerTemp
Mont-Laurier,Prov332,prevFallTemp,-0.000281239,0.002030272,99,-0.138523078,0.890108411,XprevFallTemp
Mont-Laurier,Prov332,WinterTemp,0.00284084,0.001202555,99,2.362337071,0.02011607,XWinterTemp
Mont-Laurier,Prov332,SpringTemp,-0.002510345,0.001282474,99,-1.957424409,0.053113384,XSpringTemp
Mont-Laurier,Prov332,SummerTemp,-0.00779162,0.002499938,99,-3.116725111,0.002393681,XSummerTemp
Mont-Laurier,Prov332,FallTemp,-5.47E-06,0.00218265,99,-0.002505939,0.998005594,XFallTemp
Mont-Laurier,Prov332,prevSummerSMI,0.000860953,0.000416732,99,2.065960476,0.041443932,XprevSummerSMI
Mont-Laurier,Prov332,prevFallSMI,-0.001089687,0.000497257,99,-2.191393969,0.030768347,XprevFallSMI
Mont-Laurier,Prov332,Snowfall,8.10E-06,3.58E-05,99,0.226439827,0.821326233,XSnowfall
Mont-Laurier,Prov332,SpringSMI,-0.00135312,0.000982901,99,-1.376660181,0.171722773,XSpringSMI
Mont-Laurier,Prov332,SummerSMI,0.000276914,0.000410233,99,0.675016177,0.501238955,XSummerSMI
Mont-Laurier,Prov332,FallSMI,0.000571518,0.000467728,99,1.221902925,0.224645814,XFallSMI
Mont-Laurier,Prov332,totalC:as.factor(Bloc)3,0.67419241,0.088581175,99,7.611012265,1.62E-11,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov332,totalC:as.factor(Bloc)4,0.732612594,0.097389336,99,7.522513515,2.49E-11,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov332,totalC:as.factor(Bloc)6,0.556947019,0.071756494,99,7.761625296,7.75E-12,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov332,s(Year):as.factor(Bloc)3Fx1,3.233908138,0.443178835,99,7.297072606,7.43E-11,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov332,s(Year):as.factor(Bloc)4Fx1,3.139069073,0.43188534,99,7.26829272,8.54E-11,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov332,s(Year):as.factor(Bloc)6Fx1,3.145666506,0.426998781,99,7.36692152,5.30E-11,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov333,(Intercept),-0.379134023,0.158471863,99,-2.392437468,0.018623704,X(Intercept)
Mont-Laurier,Prov333,prevSummerTemp,-0.008875363,0.001907896,99,-4.65191192,1.02E-05,XprevSummerTemp
Mont-Laurier,Prov333,prevFallTemp,-0.001646634,0.001522049,99,-1.081853382,0.281945849,XprevFallTemp
Mont-Laurier,Prov333,WinterTemp,0.004628145,0.000923511,99,5.011467606,2.37E-06,XWinterTemp
Mont-Laurier,Prov333,SpringTemp,-0.001495217,0.00098603,99,-1.516400246,0.132604846,XSpringTemp
Mont-Laurier,Prov333,SummerTemp,-0.007487379,0.001874712,99,-3.993882605,0.000124999,XSummerTemp
Mont-Laurier,Prov333,FallTemp,-0.000602581,0.001654525,99,-0.364201998,0.716483889,XFallTemp
Mont-Laurier,Prov333,prevSummerSMI,0.00020606,0.000314309,99,0.655595368,0.513605153,XprevSummerSMI
Mont-Laurier,Prov333,prevFallSMI,-0.000547329,0.000365437,99,-1.49773902,0.137382788,XprevFallSMI
Mont-Laurier,Prov333,Snowfall,2.96E-06,2.82E-05,99,0.105060373,0.91654047,XSnowfall
Mont-Laurier,Prov333,SpringSMI,-0.001293651,0.000749697,99,-1.725563492,0.087546022,XSpringSMI
Mont-Laurier,Prov333,SummerSMI,0.000393077,0.000297384,99,1.321780755,0.189287371,XSummerSMI
Mont-Laurier,Prov333,FallSMI,0.000484295,0.00033948,99,1.426579468,0.156847247,XFallSMI
Mont-Laurier,Prov333,totalC:as.factor(Bloc)3,0.515495707,0.073078656,99,7.053984464,2.39E-10,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov333,totalC:as.factor(Bloc)4,0.469315401,0.065968949,99,7.114186395,1.79E-10,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov333,totalC:as.factor(Bloc)6,0.690693296,0.100607223,99,6.865245623,5.88E-10,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov333,s(Year):as.factor(Bloc)3Fx1,2.214863843,0.325601977,99,6.802366084,7.92E-10,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov333,s(Year):as.factor(Bloc)4Fx1,2.179866717,0.317071541,99,6.874999596,5.61E-10,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov333,s(Year):as.factor(Bloc)6Fx1,2.340045817,0.35119814,99,6.663035904,1.53E-09,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov336,(Intercept),-0.185577639,0.174850373,99,-1.061351118,0.291112704,X(Intercept)
Mont-Laurier,Prov336,prevSummerTemp,-0.009025177,0.002322323,99,-3.886271254,0.000184147,XprevSummerTemp
Mont-Laurier,Prov336,prevFallTemp,-0.002450254,0.001852253,99,-1.322850949,0.18893245,XprevFallTemp
Mont-Laurier,Prov336,WinterTemp,0.004587948,0.001129338,99,4.062512089,9.73E-05,XWinterTemp
Mont-Laurier,Prov336,SpringTemp,-0.003741076,0.001212648,99,-3.085047448,0.002638532,XSpringTemp
Mont-Laurier,Prov336,SummerTemp,-0.005604458,0.002291677,99,-2.445570365,0.016227928,XSummerTemp
Mont-Laurier,Prov336,FallTemp,-0.001245593,0.002005912,99,-0.62096078,0.536052495,XFallTemp
Mont-Laurier,Prov336,prevSummerSMI,0.000698673,0.000383567,99,1.821518032,0.071547975,XprevSummerSMI
Mont-Laurier,Prov336,prevFallSMI,-0.000739317,0.000440094,99,-1.679907834,0.096128372,XprevFallSMI
Mont-Laurier,Prov336,Snowfall,-3.33E-05,3.51E-05,99,-0.946999222,0.345944966,XSnowfall
Mont-Laurier,Prov336,SpringSMI,-0.001180925,0.000919579,99,-1.284201489,0.202068629,XSpringSMI
Mont-Laurier,Prov336,SummerSMI,-2.87E-05,0.000368448,99,-0.077978428,0.938002601,XSummerSMI
Mont-Laurier,Prov336,FallSMI,0.00089788,0.000422972,99,2.122788552,0.036265688,XFallSMI
Mont-Laurier,Prov336,totalC:as.factor(Bloc)3,0.508474175,0.096532053,99,5.267412846,8.08E-07,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov336,totalC:as.factor(Bloc)4,0.348460451,0.062373013,99,5.586718272,2.04E-07,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov336,totalC:as.factor(Bloc)6,0.366856019,0.065452386,99,5.604929616,1.88E-07,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov336,s(Year):as.factor(Bloc)3Fx1,1.633255881,0.325059009,99,5.024490433,2.24E-06,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov336,s(Year):as.factor(Bloc)4Fx1,1.674579673,0.320255127,99,5.228892625,9.52E-07,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov336,s(Year):as.factor(Bloc)6Fx1,1.769691067,0.340766891,99,5.193260008,1.11E-06,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov338,(Intercept),0.156419036,0.228982929,99,0.68310348,0.496136978,X(Intercept)
Mont-Laurier,Prov338,prevSummerTemp,-0.014465959,0.003204156,99,-4.514748363,1.75E-05,XprevSummerTemp
Mont-Laurier,Prov338,prevFallTemp,0.001023194,0.002617693,99,0.39087613,0.696728699,XprevFallTemp
Mont-Laurier,Prov338,WinterTemp,0.004692854,0.001606356,99,2.921428403,0.004316189,XWinterTemp
Mont-Laurier,Prov338,SpringTemp,-0.0016902,0.001790993,99,-0.943722093,0.347609107,XSpringTemp
Mont-Laurier,Prov338,SummerTemp,-0.007992769,0.003330594,99,-2.399802857,0.01827385,XSummerTemp
Mont-Laurier,Prov338,FallTemp,0.000618999,0.002804729,99,0.220698205,0.825781942,XFallTemp
Mont-Laurier,Prov338,prevSummerSMI,0.00052359,0.000549924,99,0.952113214,0.34335837,XprevSummerSMI
Mont-Laurier,Prov338,prevFallSMI,-0.001103928,0.000608614,99,-1.813837996,0.072731965,XprevFallSMI
Mont-Laurier,Prov338,Snowfall,4.03E-05,5.40E-05,99,0.745774736,0.457570607,XSnowfall
Mont-Laurier,Prov338,SpringSMI,-0.001966102,0.001364763,99,-1.440618192,0.1528478,XSpringSMI
Mont-Laurier,Prov338,SummerSMI,-0.000678025,0.000514947,99,-1.316689121,0.190982807,XSummerSMI
Mont-Laurier,Prov338,FallSMI,0.001680458,0.000616009,99,2.727976448,0.007540439,XFallSMI
Mont-Laurier,Prov338,totalC:as.factor(Bloc)3,0.326315554,0.088281805,99,3.696294536,0.000358933,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov338,totalC:as.factor(Bloc)4,0.250908539,0.062778751,99,3.996711243,0.000123721,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov338,totalC:as.factor(Bloc)6,0.203008605,0.048932298,99,4.148764998,7.08E-05,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov338,s(Year):as.factor(Bloc)3Fx1,1.261749751,0.37558056,99,3.359465014,0.00111003,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov338,s(Year):as.factor(Bloc)4Fx1,1.376797712,0.388055155,99,3.547943369,0.000595341,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov338,s(Year):as.factor(Bloc)6Fx1,1.333777886,0.353291325,99,3.775291928,0.000272658,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov342,(Intercept),-0.07065195,0.18375535,99,-0.384489212,0.701440562,X(Intercept)
Mont-Laurier,Prov342,prevSummerTemp,-0.006773527,0.002650866,99,-2.55521303,0.012134211,XprevSummerTemp
Mont-Laurier,Prov342,prevFallTemp,-0.000956229,0.002087959,99,-0.457973369,0.647975201,XprevFallTemp
Mont-Laurier,Prov342,WinterTemp,0.001912716,0.001270514,99,1.505466602,0.135388147,XWinterTemp
Mont-Laurier,Prov342,SpringTemp,-0.001920394,0.00137671,99,-1.394914893,0.166163294,XSpringTemp
Mont-Laurier,Prov342,SummerTemp,-0.005252523,0.002595569,99,-2.023650187,0.04570102,XSummerTemp
Mont-Laurier,Prov342,FallTemp,-0.002268303,0.002226191,99,-1.018916976,0.310725945,XFallTemp
Mont-Laurier,Prov342,prevSummerSMI,-0.000281887,0.00042551,99,-0.662467471,0.509210987,XprevSummerSMI
Mont-Laurier,Prov342,prevFallSMI,5.31E-06,0.000489107,99,0.010864869,0.991353124,XprevFallSMI
Mont-Laurier,Prov342,Snowfall,2.66E-05,3.93E-05,99,0.675619659,0.500857269,XSnowfall
Mont-Laurier,Prov342,SpringSMI,-0.000921396,0.001020651,99,-0.902752967,0.368848276,XSpringSMI
Mont-Laurier,Prov342,SummerSMI,-0.000703441,0.000408855,99,-1.720515941,0.088462887,XSummerSMI
Mont-Laurier,Prov342,FallSMI,0.001559203,0.000476126,99,3.274766895,0.001457794,XFallSMI
Mont-Laurier,Prov342,totalC:as.factor(Bloc)3,0.233023374,0.055010421,99,4.235985986,5.11E-05,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov342,totalC:as.factor(Bloc)4,0.25471921,0.063349764,99,4.020839163,0.00011332,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov342,totalC:as.factor(Bloc)6,0.359991567,0.095304907,99,3.777261626,0.000270783,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov342,s(Year):as.factor(Bloc)3Fx1,1.194816351,0.329584864,99,3.625216083,0.000458179,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov342,s(Year):as.factor(Bloc)4Fx1,1.108828777,0.310579002,99,3.570198791,0.0005523,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov342,s(Year):as.factor(Bloc)6Fx1,1.140598584,0.340843456,99,3.346400125,0.001158042,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov345,(Intercept),-0.127971617,0.18095143,99,-0.707215283,0.481094133,X(Intercept)
Mont-Laurier,Prov345,prevSummerTemp,-0.00909756,0.002531301,99,-3.59402576,0.000509489,XprevSummerTemp
Mont-Laurier,Prov345,prevFallTemp,-0.001009226,0.002031589,99,-0.496766888,0.620454776,XprevFallTemp
Mont-Laurier,Prov345,WinterTemp,0.003356649,0.001235112,99,2.717687484,0.007761792,XWinterTemp
Mont-Laurier,Prov345,SpringTemp,-0.000892081,0.001354353,99,-0.658677399,0.511631963,XSpringTemp
Mont-Laurier,Prov345,SummerTemp,-0.007436362,0.002517492,99,-2.953876732,0.003920553,XSummerTemp
Mont-Laurier,Prov345,FallTemp,-0.00161113,0.002184399,99,-0.737562402,0.462524997,XFallTemp
Mont-Laurier,Prov345,prevSummerSMI,0.000261767,0.00042581,99,0.614750307,0.540130017,XprevSummerSMI
Mont-Laurier,Prov345,prevFallSMI,-0.000604951,0.000486449,99,-1.24360612,0.216581347,XprevFallSMI
Mont-Laurier,Prov345,Snowfall,1.47E-05,3.91E-05,99,0.375583747,0.708029918,XSnowfall
Mont-Laurier,Prov345,SpringSMI,-0.000837418,0.001028862,99,-0.81392638,0.417640523,XSpringSMI
Mont-Laurier,Prov345,SummerSMI,-0.000741129,0.00040833,99,-1.815025276,0.072547871,XSummerSMI
Mont-Laurier,Prov345,FallSMI,0.001292525,0.000475783,99,2.716628522,0.007784906,XFallSMI
Mont-Laurier,Prov345,totalC:as.factor(Bloc)3,0.355240407,0.071234839,99,4.986891435,2.62E-06,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov345,totalC:as.factor(Bloc)4,0.385181071,0.077941421,99,4.941930328,3.15E-06,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov345,totalC:as.factor(Bloc)6,0.333668351,0.066192561,99,5.04087387,2.09E-06,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov345,s(Year):as.factor(Bloc)3Fx1,1.651526924,0.36092369,99,4.575834086,1.38E-05,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov345,s(Year):as.factor(Bloc)4Fx1,1.640110108,0.365267314,99,4.490163902,1.93E-05,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov345,s(Year):as.factor(Bloc)6Fx1,1.642055417,0.356007059,99,4.612423757,1.19E-05,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov352,(Intercept),-0.253358778,0.165595846,99,-1.529982694,0.129210138,X(Intercept)
Mont-Laurier,Prov352,prevSummerTemp,-0.009035738,0.002203889,99,-4.09990636,8.48E-05,XprevSummerTemp
Mont-Laurier,Prov352,prevFallTemp,0.002534073,0.00173398,99,1.46141992,0.147067085,XprevFallTemp
Mont-Laurier,Prov352,WinterTemp,0.001858418,0.001050555,99,1.768986408,0.079975806,XWinterTemp
Mont-Laurier,Prov352,SpringTemp,-0.000837949,0.001127774,99,-0.743011424,0.459234291,XSpringTemp
Mont-Laurier,Prov352,SummerTemp,-0.006537235,0.002156776,99,-3.031022043,0.003110399,XSummerTemp
Mont-Laurier,Prov352,FallTemp,0.00065905,0.001860396,99,0.3542528,0.723902859,XFallTemp
Mont-Laurier,Prov352,prevSummerSMI,0.000293986,0.000355265,99,0.827512203,0.409937076,XprevSummerSMI
Mont-Laurier,Prov352,prevFallSMI,-0.000187462,0.000414308,99,-0.452471665,0.651919177,XprevFallSMI
Mont-Laurier,Prov352,Snowfall,2.58E-05,3.20E-05,99,0.805532433,0.422443052,XSnowfall
Mont-Laurier,Prov352,SpringSMI,-0.000312806,0.000834642,99,-0.374778173,0.708627086,XSpringSMI
Mont-Laurier,Prov352,SummerSMI,-0.000318709,0.000342966,99,-0.929273308,0.355007774,XSummerSMI
Mont-Laurier,Prov352,FallSMI,0.000959784,0.0003911,99,2.454061615,0.015871653,XFallSMI
Mont-Laurier,Prov352,totalC:as.factor(Bloc)3,0.385569093,0.074609029,99,5.167860993,1.23E-06,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov352,totalC:as.factor(Bloc)4,0.48586775,0.098110055,99,4.952272749,3.02E-06,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov352,totalC:as.factor(Bloc)6,0.352687453,0.067930832,99,5.191861228,1.11E-06,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov352,s(Year):as.factor(Bloc)3Fx1,1.499645968,0.320459727,99,4.679670623,9.13E-06,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov352,s(Year):as.factor(Bloc)4Fx1,1.433831718,0.314446211,99,4.559863238,1.47E-05,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov352,s(Year):as.factor(Bloc)6Fx1,1.483179381,0.310513089,99,4.77654384,6.19E-06,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov355,(Intercept),-0.272199296,0.202192152,99,-1.34624066,0.181299367,X(Intercept)
Mont-Laurier,Prov355,prevSummerTemp,-0.01037655,0.002895043,99,-3.584246912,0.000526665,XprevSummerTemp
Mont-Laurier,Prov355,prevFallTemp,-0.002439512,0.002319649,99,-1.051672661,0.295510021,XprevFallTemp
Mont-Laurier,Prov355,WinterTemp,0.004731222,0.001422638,99,3.325667613,0.001238249,XWinterTemp
Mont-Laurier,Prov355,SpringTemp,-0.003419687,0.001546889,99,-2.21068592,0.029359666,XSpringTemp
Mont-Laurier,Prov355,SummerTemp,-0.006616392,0.002888901,99,-2.2902796,0.02412665,XSummerTemp
Mont-Laurier,Prov355,FallTemp,-0.00124749,0.002507262,99,-0.49755074,0.619904055,XFallTemp
Mont-Laurier,Prov355,prevSummerSMI,-0.000407885,0.000484956,99,-0.841076233,0.402332167,XprevSummerSMI
Mont-Laurier,Prov355,prevFallSMI,-7.01E-05,0.000550346,99,-0.127447876,0.898844441,XprevFallSMI
