Common garden,Prov,xVar,Value,Std.Error,DF,tvalue,p-value,var
Mont-Laurier,Prov4351,totalC:as.factor(Bloc)6,0.521636555,0.0769427,99,6.779545789,8.82E-10,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov4351,s(Year):as.factor(Bloc)3Fx1,2.756122357,0.425025714,99,6.484601439,3.52E-09,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov4351,s(Year):as.factor(Bloc)4Fx1,2.781522815,0.438011863,99,6.350336715,6.55E-09,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov4351,s(Year):as.factor(Bloc)6Fx1,2.706723205,0.422759138,99,6.402518504,5.15E-09,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov4353,(Intercept),-0.054356879,0.180722211,99,-0.300775864,0.76421617,X(Intercept)
Mont-Laurier,Prov4353,prevSummerTemp,-0.01303496,0.002358755,99,-5.526202864,2.65E-07,XprevSummerTemp
Mont-Laurier,Prov4353,prevFallTemp,0.002324298,0.001974172,99,1.177353695,0.24187709,XprevFallTemp
Mont-Laurier,Prov4353,WinterTemp,0.003886872,0.001202744,99,3.231670832,0.001671623,XWinterTemp
Mont-Laurier,Prov4353,SpringTemp,-0.001387637,0.001349828,99,-1.028010156,0.306450201,XSpringTemp
Mont-Laurier,Prov4353,SummerTemp,-0.007870031,0.002471259,99,-3.184623997,0.001938302,XSummerTemp
Mont-Laurier,Prov4353,FallTemp,0.001544896,0.002136807,99,0.722992701,0.471389016,XFallTemp
Mont-Laurier,Prov4353,prevSummerSMI,9.76E-05,0.000419294,99,0.232794699,0.816401439,XprevSummerSMI
Mont-Laurier,Prov4353,prevFallSMI,-0.000527031,0.000459765,99,-1.146304736,0.25443221,XprevFallSMI
Mont-Laurier,Prov4353,Snowfall,4.84E-05,4.07E-05,99,1.187626572,0.237822175,XSnowfall
Mont-Laurier,Prov4353,SpringSMI,-0.001415808,0.001079678,99,-1.311324911,0.192781253,XSpringSMI
Mont-Laurier,Prov4353,SummerSMI,-0.000421236,0.000386281,99,-1.090490261,0.278144316,XSummerSMI
Mont-Laurier,Prov4353,FallSMI,0.001658583,0.000454317,99,3.650719589,0.000419902,XFallSMI
Mont-Laurier,Prov4353,totalC:as.factor(Bloc)3,0.293906394,0.063809437,99,4.606002021,1.22E-05,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov4353,totalC:as.factor(Bloc)4,0.329254737,0.073679456,99,4.468745497,2.10E-05,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov4353,totalC:as.factor(Bloc)6,0.241300141,0.050014728,99,4.824581667,5.09E-06,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov4353,s(Year):as.factor(Bloc)3Fx1,1.483984527,0.349897658,99,4.24119594,5.01E-05,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov4353,s(Year):as.factor(Bloc)4Fx1,1.454010524,0.347991358,99,4.17829492,6.34E-05,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov4353,s(Year):as.factor(Bloc)6Fx1,1.519790028,0.343226537,99,4.42795025,2.45E-05,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov4360,(Intercept),-0.20172455,0.220879182,99,-0.913280048,0.363314076,X(Intercept)
Mont-Laurier,Prov4360,prevSummerTemp,-0.014652423,0.002961002,99,-4.948466868,3.07E-06,XprevSummerTemp
Mont-Laurier,Prov4360,prevFallTemp,0.002557887,0.002383034,99,1.073374231,0.285712615,XprevFallTemp
Mont-Laurier,Prov4360,WinterTemp,0.004033202,0.001464307,99,2.754341074,0.00699922,XWinterTemp
Mont-Laurier,Prov4360,SpringTemp,0.000430873,0.001594201,99,0.27027485,0.78751144,XSpringTemp
Mont-Laurier,Prov4360,SummerTemp,-0.007073989,0.002993805,99,-2.362875624,0.020088464,XSummerTemp
Mont-Laurier,Prov4360,FallTemp,0.001516595,0.00257349,99,0.589314646,0.556992661,XFallTemp
Mont-Laurier,Prov4360,prevSummerSMI,0.00024288,0.000494262,99,0.491398347,0.624232413,XprevSummerSMI
Mont-Laurier,Prov4360,prevFallSMI,-0.000383552,0.00055947,99,-0.685562835,0.494591059,XprevFallSMI
Mont-Laurier,Prov4360,Snowfall,2.65E-05,4.67E-05,99,0.568365084,0.571074061,XSnowfall
Mont-Laurier,Prov4360,SpringSMI,2.67E-05,0.001218785,99,0.021922257,0.982554095,XSpringSMI
Mont-Laurier,Prov4360,SummerSMI,0.000206358,0.000464903,99,0.443873599,0.658102632,XSummerSMI
Mont-Laurier,Prov4360,FallSMI,0.001950601,0.000541141,99,3.604610546,0.000491495,XFallSMI
Mont-Laurier,Prov4360,totalC:as.factor(Bloc)3,0.188344305,0.054244573,99,3.472131772,0.000766961,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov4360,totalC:as.factor(Bloc)4,0.213965956,0.062833084,99,3.405307236,0.00095594,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov4360,totalC:as.factor(Bloc)6,0.204726365,0.06013205,99,3.404613113,0.000958115,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov4360,s(Year):as.factor(Bloc)3Fx1,1.276157664,0.394852907,99,3.231982444,0.001669977,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov4360,s(Year):as.factor(Bloc)4Fx1,1.277724162,0.41692762,99,3.064618655,0.002808552,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov4360,s(Year):as.factor(Bloc)6Fx1,1.263634918,0.406413207,99,3.109236844,0.002449577,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov6801,(Intercept),-0.15074371,0.16200708,99,-0.930476067,0.354388064,X(Intercept)
Mont-Laurier,Prov6801,prevSummerTemp,-0.009647947,0.002143473,99,-4.501081248,1.85E-05,XprevSummerTemp
Mont-Laurier,Prov6801,prevFallTemp,0.000409668,0.001726173,99,0.237327138,0.812893444,XprevFallTemp
Mont-Laurier,Prov6801,WinterTemp,0.003655298,0.00104078,99,3.512076306,0.000671439,XWinterTemp
Mont-Laurier,Prov6801,SpringTemp,-0.002705801,0.001121925,99,-2.411748273,0.017718856,XSpringTemp
Mont-Laurier,Prov6801,SummerTemp,-0.008667792,0.002120804,99,-4.087032033,8.89E-05,XSummerTemp
Mont-Laurier,Prov6801,FallTemp,-0.000337516,0.001859311,99,-0.181527251,0.856324889,XFallTemp
Mont-Laurier,Prov6801,prevSummerSMI,0.000844162,0.000353681,99,2.386787116,0.018896113,XprevSummerSMI
Mont-Laurier,Prov6801,prevFallSMI,-0.001303826,0.000404509,99,-3.223230013,0.001716795,XprevFallSMI
Mont-Laurier,Prov6801,Snowfall,5.55E-05,3.27E-05,99,1.696669278,0.092901333,XSnowfall
Mont-Laurier,Prov6801,SpringSMI,-0.001456092,0.000865696,99,-1.68198947,0.095722713,XSpringSMI
Mont-Laurier,Prov6801,SummerSMI,0.000313007,0.000340691,99,0.918742235,0.36046344,XSummerSMI
Mont-Laurier,Prov6801,FallSMI,0.000473146,0.000390078,99,1.21295223,0.228034404,XFallSMI
Mont-Laurier,Prov6801,totalC:as.factor(Bloc)3,0.64448658,0.112244692,99,5.741800056,1.03E-07,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov6801,totalC:as.factor(Bloc)4,0.367148511,0.058938749,99,6.229323139,1.14E-08,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov6801,totalC:as.factor(Bloc)6,0.39425569,0.064403833,99,6.121618447,1.87E-08,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov6801,s(Year):as.factor(Bloc)3Fx1,1.707452097,0.310072648,99,5.506619516,2.89E-07,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov6801,s(Year):as.factor(Bloc)4Fx1,1.855833435,0.31885047,99,5.820387957,7.26E-08,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov6801,s(Year):as.factor(Bloc)6Fx1,1.741098215,0.30343145,99,5.738028197,1.05E-07,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov6802,(Intercept),-0.172836941,0.18909004,99,-0.914045719,0.362913623,X(Intercept)
Mont-Laurier,Prov6802,prevSummerTemp,-0.008753674,0.002573868,99,-3.400979777,0.000969578,XprevSummerTemp
Mont-Laurier,Prov6802,prevFallTemp,-0.002338516,0.002064539,99,-1.132706294,0.260073486,XprevFallTemp
Mont-Laurier,Prov6802,WinterTemp,0.004558428,0.001259756,99,3.618501669,0.000468793,XWinterTemp
Mont-Laurier,Prov6802,SpringTemp,-0.00395427,0.001361273,99,-2.904833118,0.00453244,XSpringTemp
Mont-Laurier,Prov6802,SummerTemp,-0.006754904,0.00256073,99,-2.637882237,0.009689644,XSummerTemp
Mont-Laurier,Prov6802,FallTemp,-0.001095673,0.002216345,99,-0.494360398,0.622146882,XFallTemp
Mont-Laurier,Prov6802,prevSummerSMI,0.000851596,0.000423831,99,2.009280266,0.047229535,XprevSummerSMI
Mont-Laurier,Prov6802,prevFallSMI,-0.000983918,0.000480533,99,-2.047557301,0.04325179,XprevFallSMI
Mont-Laurier,Prov6802,Snowfall,2.57E-05,3.98E-05,99,0.647415387,0.518861606,XSnowfall
Mont-Laurier,Prov6802,SpringSMI,-0.001394542,0.001034931,99,-1.347473641,0.180903534,XSpringSMI
Mont-Laurier,Prov6802,SummerSMI,0.000203849,0.000405008,99,0.503320719,0.615856845,XSummerSMI
Mont-Laurier,Prov6802,FallSMI,0.000807859,0.000466197,99,1.732870855,0.086232477,XFallSMI
Mont-Laurier,Prov6802,totalC:as.factor(Bloc)3,0.393883325,0.073148945,99,5.384675416,4.90E-07,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov6802,totalC:as.factor(Bloc)4,0.507713864,0.095584972,99,5.311649452,6.69E-07,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov6802,totalC:as.factor(Bloc)6,0.306480751,0.054397085,99,5.634139271,1.66E-07,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov6802,s(Year):as.factor(Bloc)3Fx1,1.674502399,0.330197563,99,5.071213678,1.85E-06,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov6802,s(Year):as.factor(Bloc)4Fx1,1.812486688,0.371199502,99,4.88278319,4.02E-06,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov6802,s(Year):as.factor(Bloc)6Fx1,1.681077714,0.320661586,99,5.242529153,8.98E-07,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov6804,(Intercept),0.059948488,0.104799196,99,0.572031949,0.568596973,X(Intercept)
Mont-Laurier,Prov6804,prevSummerTemp,-0.004059735,0.001456965,99,-2.786432795,0.006388326,XprevSummerTemp
Mont-Laurier,Prov6804,prevFallTemp,-0.002453626,0.001155187,99,-2.124008216,0.036160981,XprevFallTemp
Mont-Laurier,Prov6804,WinterTemp,0.001959361,0.000705582,99,2.776943927,0.006563681,XWinterTemp
Mont-Laurier,Prov6804,SpringTemp,-0.001478059,0.000765588,99,-1.930618538,0.056391332,XSpringTemp
Mont-Laurier,Prov6804,SummerTemp,-0.004621898,0.001436873,99,-3.216635444,0.001752877,XSummerTemp
Mont-Laurier,Prov6804,FallTemp,-0.002418732,0.001229763,99,-1.966828103,0.05200241,XFallTemp
Mont-Laurier,Prov6804,prevSummerSMI,-2.85E-06,0.000236053,99,-0.012073447,0.990391314,XprevSummerSMI
Mont-Laurier,Prov6804,prevFallSMI,-0.000361508,0.000266443,99,-1.356793213,0.17793265,XprevFallSMI
Mont-Laurier,Prov6804,Snowfall,5.82E-06,2.20E-05,99,0.264141681,0.792219829,XSnowfall
Mont-Laurier,Prov6804,SpringSMI,-0.000301374,0.000565755,99,-0.532694,0.595439088,XSpringSMI
Mont-Laurier,Prov6804,SummerSMI,-7.65E-05,0.00022674,99,-0.337474127,0.736473993,XSummerSMI
Mont-Laurier,Prov6804,FallSMI,0.000617815,0.000263446,99,2.345130429,0.021015949,XFallSMI
Mont-Laurier,Prov6804,totalC:as.factor(Bloc)3,0.238380491,0.065011437,99,3.666747022,0.00039742,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov6804,totalC:as.factor(Bloc)4,0.243658902,0.069504465,99,3.505658243,0.00068599,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov6804,totalC:as.factor(Bloc)6,0.187370636,0.049391089,99,3.793612175,0.000255681,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov6804,s(Year):as.factor(Bloc)3Fx1,0.538220375,0.18029033,99,2.985298069,0.003569563,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov6804,s(Year):as.factor(Bloc)4Fx1,0.490848358,0.164739751,99,2.979538055,0.00363165,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov6804,s(Year):as.factor(Bloc)6Fx1,0.533318674,0.162345912,99,3.285076093,0.001410581,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov6805,(Intercept),0.09293269,0.170753158,99,0.544251659,0.587492037,X(Intercept)
Mont-Laurier,Prov6805,prevSummerTemp,-0.010435646,0.002470313,99,-4.224423164,5.33E-05,XprevSummerTemp
Mont-Laurier,Prov6805,prevFallTemp,0.000243374,0.001975875,99,0.123172957,0.902219855,XprevFallTemp
Mont-Laurier,Prov6805,WinterTemp,0.004345812,0.001206523,99,3.601930351,0.000495994,XWinterTemp
Mont-Laurier,Prov6805,SpringTemp,-0.002014848,0.001314807,99,-1.532428426,0.128606212,XSpringTemp
Mont-Laurier,Prov6805,SummerTemp,-0.006157674,0.002459825,99,-2.503298169,0.013940116,XSummerTemp
Mont-Laurier,Prov6805,FallTemp,0.001393189,0.002118115,99,0.65774932,0.512225718,XFallTemp
Mont-Laurier,Prov6805,prevSummerSMI,0.000125689,0.000406042,99,0.309546184,0.757556673,XprevSummerSMI
Mont-Laurier,Prov6805,prevFallSMI,-0.000206539,0.00046319,99,-0.445905605,0.656639114,XprevFallSMI
Mont-Laurier,Prov6805,Snowfall,5.02E-05,3.83E-05,99,1.309744025,0.193313676,XSnowfall
Mont-Laurier,Prov6805,SpringSMI,-0.001299459,0.000995736,99,-1.305023139,0.194910137,XSpringSMI
Mont-Laurier,Prov6805,SummerSMI,-0.000512793,0.000384931,99,-1.332170887,0.185862602,XSummerSMI
Mont-Laurier,Prov6805,FallSMI,0.001643489,0.000453355,99,3.625171505,0.000458249,XFallSMI
Mont-Laurier,Prov6805,totalC:as.factor(Bloc)3,0.180649483,0.053578127,99,3.371702107,0.00106676,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov6805,totalC:as.factor(Bloc)4,0.229147694,0.072333293,99,3.167942248,0.002042026,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov6805,totalC:as.factor(Bloc)6,0.179043043,0.053350832,99,3.355955979,0.001122738,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov6805,s(Year):as.factor(Bloc)3Fx1,0.897680074,0.298674795,99,3.005543447,0.003359033,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov6805,s(Year):as.factor(Bloc)4Fx1,0.885284026,0.319863748,99,2.76769103,0.006738895,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov6805,s(Year):as.factor(Bloc)6Fx1,0.867140222,0.29060307,99,2.98393345,0.003584183,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov6901,(Intercept),0.405952402,0.233915572,99,1.735465485,0.085769981,X(Intercept)
Mont-Laurier,Prov6901,prevSummerTemp,-0.012387045,0.003486071,99,-3.55329651,0.000584708,XprevSummerTemp
Mont-Laurier,Prov6901,prevFallTemp,0.000346263,0.002784293,99,0.124363077,0.90127997,XprevFallTemp
Mont-Laurier,Prov6901,WinterTemp,0.005254009,0.001684759,99,3.118552886,0.002380219,XWinterTemp
Mont-Laurier,Prov6901,SpringTemp,-0.000308373,0.001897106,99,-0.162548939,0.871204916,XSpringTemp
Mont-Laurier,Prov6901,SummerTemp,-0.007550551,0.003550323,99,-2.126722209,0.035928926,XSummerTemp
Mont-Laurier,Prov6901,FallTemp,-0.000571113,0.002895286,99,-0.197256104,0.844031549,XFallTemp
Mont-Laurier,Prov6901,prevSummerSMI,0.000790522,0.000566648,99,1.395084293,0.166112355,XprevSummerSMI
Mont-Laurier,Prov6901,prevFallSMI,-0.001360112,0.000617024,99,-2.204310481,0.029818834,XprevFallSMI
Mont-Laurier,Prov6901,Snowfall,0.000148245,5.66E-05,99,2.619719396,0.010184922,XSnowfall
Mont-Laurier,Prov6901,SpringSMI,-0.002380054,0.001403615,99,-1.695660381,0.093093044,XSpringSMI
Mont-Laurier,Prov6901,SummerSMI,-0.000638134,0.000539877,99,-1.181997197,0.240038128,XSummerSMI
Mont-Laurier,Prov6901,FallSMI,0.001703493,0.000648645,99,2.62623201,0.010004759,XFallSMI
Mont-Laurier,Prov6901,totalC:as.factor(Bloc)3,0.097137511,0.02844436,99,3.415000772,0.000926044,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov6901,totalC:as.factor(Bloc)4,0.149576098,0.063868129,99,2.341952092,0.021186013,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov6901,totalC:as.factor(Bloc)6,0.149040739,0.062510361,99,2.384256577,0.019019256,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov6901,s(Year):as.factor(Bloc)3Fx1,0.712878905,0.261207558,99,2.729166453,0.007515211,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov6901,s(Year):as.factor(Bloc)4Fx1,0.509260254,0.264185415,99,1.927662264,0.056763092,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov6901,s(Year):as.factor(Bloc)6Fx1,0.511948337,0.265790676,99,1.926133544,0.056956144,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov6907,(Intercept),-0.369011596,0.163820738,99,-2.252532862,0.026496294,X(Intercept)
Mont-Laurier,Prov6907,prevSummerTemp,-0.010345957,0.002237066,99,-4.624789271,1.14E-05,XprevSummerTemp
Mont-Laurier,Prov6907,prevFallTemp,0.000457653,0.001803291,99,0.2537875,0.800186057,XprevFallTemp
Mont-Laurier,Prov6907,WinterTemp,0.002784886,0.0010954,99,2.542345074,0.012561057,XWinterTemp
Mont-Laurier,Prov6907,SpringTemp,-0.001811448,0.001197485,99,-1.512710133,0.133539139,XSpringTemp
Mont-Laurier,Prov6907,SummerTemp,-0.008546197,0.002259816,99,-3.781811381,0.000266498,XSummerTemp
Mont-Laurier,Prov6907,FallTemp,0.000431936,0.001960237,99,0.220349125,0.826053026,XFallTemp
Mont-Laurier,Prov6907,prevSummerSMI,0.000646006,0.000384509,99,1.680080365,0.096094697,XprevSummerSMI
Mont-Laurier,Prov6907,prevFallSMI,-0.001116738,0.000438758,99,-2.545222093,0.012464468,XprevFallSMI
Mont-Laurier,Prov6907,Snowfall,-3.06E-05,3.42E-05,99,-0.892899739,0.374076195,XSnowfall
Mont-Laurier,Prov6907,SpringSMI,-0.002091864,0.000926955,99,-2.256705098,0.026224701,XSpringSMI
Mont-Laurier,Prov6907,SummerSMI,0.000290089,0.000368806,99,0.786562967,0.433416542,XSummerSMI
Mont-Laurier,Prov6907,FallSMI,0.000608495,0.000412964,99,1.473481015,0.143793932,XFallSMI
Mont-Laurier,Prov6907,totalC:as.factor(Bloc)3,0.527608606,0.065398235,99,8.067627618,1.72E-12,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov6907,totalC:as.factor(Bloc)4,0.590278723,0.073946199,99,7.982543092,2.62E-12,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov6907,totalC:as.factor(Bloc)6,0.626816431,0.078591078,99,7.975669089,2.71E-12,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov6907,s(Year):as.factor(Bloc)3Fx1,2.547765163,0.330259954,99,7.714423529,9.77E-12,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov6907,s(Year):as.factor(Bloc)4Fx1,2.599537835,0.339878676,99,7.648428744,1.35E-11,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov6907,s(Year):as.factor(Bloc)6Fx1,2.638308548,0.347794687,99,7.585821889,1.83E-11,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov6909,(Intercept),-0.437276329,0.185927113,99,-2.351869627,0.020659342,X(Intercept)
Mont-Laurier,Prov6909,prevSummerTemp,-0.005467347,0.002193804,99,-2.492176062,0.014357013,XprevSummerTemp
Mont-Laurier,Prov6909,prevFallTemp,-0.003530271,0.001720407,99,-2.051997375,0.042809532,XprevFallTemp
Mont-Laurier,Prov6909,WinterTemp,0.001998619,0.001030057,99,1.940298385,0.055188431,XWinterTemp
Mont-Laurier,Prov6909,SpringTemp,-0.000891429,0.001126367,99,-0.791419583,0.43059125,XSpringTemp
Mont-Laurier,Prov6909,SummerTemp,-0.009529038,0.002112205,99,-4.51141757,1.77E-05,XSummerTemp
Mont-Laurier,Prov6909,FallTemp,-0.005107791,0.001857778,99,-2.749408274,0.007097706,XFallTemp
Mont-Laurier,Prov6909,prevSummerSMI,0.00027039,0.000355196,99,0.761242093,0.448321979,XprevSummerSMI
Mont-Laurier,Prov6909,prevFallSMI,-0.001155451,0.000409803,99,-2.819527463,0.005809705,XprevFallSMI
Mont-Laurier,Prov6909,Snowfall,3.97E-06,3.13E-05,99,0.127052295,0.899156709,XSnowfall
Mont-Laurier,Prov6909,SpringSMI,-0.001858935,0.000834713,99,-2.227035714,0.028210249,XSpringSMI
Mont-Laurier,Prov6909,SummerSMI,0.000370425,0.000339745,99,1.090303171,0.278226286,XSummerSMI
Mont-Laurier,Prov6909,FallSMI,-0.00031254,0.000382387,99,-0.81733969,0.415697002,XFallSMI
Mont-Laurier,Prov6909,totalC:as.factor(Bloc)3,0.650081936,0.080581438,99,8.067390594,1.72E-12,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov6909,totalC:as.factor(Bloc)4,0.619637192,0.075707424,99,8.184629202,9.64E-13,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov6909,totalC:as.factor(Bloc)6,0.58498656,0.071801936,99,8.147225423,1.16E-12,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov6909,s(Year):as.factor(Bloc)3Fx1,2.945745777,0.383954417,99,7.672123679,1.20E-11,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov6909,s(Year):as.factor(Bloc)4Fx1,3.13956121,0.410110099,99,7.655410622,1.30E-11,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov6909,s(Year):as.factor(Bloc)6Fx1,3.004123446,0.387402101,99,7.754535756,8.02E-12,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov6914,(Intercept),-0.662577227,0.143672945,99,-4.611704915,1.20E-05,X(Intercept)
Mont-Laurier,Prov6914,prevSummerTemp,-0.01153966,0.001524091,99,-7.571503417,1.96E-11,XprevSummerTemp
Mont-Laurier,Prov6914,prevFallTemp,-0.000783406,0.001256322,99,-0.623571478,0.534343134,XprevFallTemp
Mont-Laurier,Prov6914,WinterTemp,0.004010818,0.000755729,99,5.307214687,6.82E-07,XWinterTemp
Mont-Laurier,Prov6914,SpringTemp,-0.003922207,0.000824873,99,-4.754923661,6.75E-06,XSpringTemp
Mont-Laurier,Prov6914,SummerTemp,-0.008393325,0.001558673,99,-5.384917795,4.89E-07,XSummerTemp
Mont-Laurier,Prov6914,FallTemp,7.36E-06,0.001381164,99,0.005328814,0.995758965,XFallTemp
Mont-Laurier,Prov6914,prevSummerSMI,0.000846485,0.000263811,99,3.208685029,0.001797318,XprevSummerSMI
Mont-Laurier,Prov6914,prevFallSMI,-0.001349169,0.000298094,99,-4.525980206,1.68E-05,XprevFallSMI
Mont-Laurier,Prov6914,Snowfall,-8.35E-06,2.46E-05,99,-0.339542437,0.734920391,XSnowfall
Mont-Laurier,Prov6914,SpringSMI,-0.002270362,0.00065616,99,-3.460071467,0.000798231,XSpringSMI
Mont-Laurier,Prov6914,SummerSMI,0.000598548,0.000245201,99,2.441049441,0.016420512,XSummerSMI
Mont-Laurier,Prov6914,FallSMI,0.000499416,0.000290893,99,1.716839002,0.089135721,XFallSMI
Mont-Laurier,Prov6914,totalC:as.factor(Bloc)3,0.813885189,0.078735463,99,10.33695815,2.02E-17,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov6914,totalC:as.factor(Bloc)4,0.657024796,0.062254135,99,10.55391409,6.79E-18,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov6914,totalC:as.factor(Bloc)6,0.925200797,0.090175508,99,10.26000096,2.97E-17,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov6914,s(Year):as.factor(Bloc)3Fx1,3.383794927,0.334917332,99,10.1033736,6.51E-17,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov6914,s(Year):as.factor(Bloc)4Fx1,3.373214036,0.330897898,99,10.19412349,4.13E-17,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov6914,s(Year):as.factor(Bloc)6Fx1,3.412795282,0.340192617,99,10.03194987,9.32E-17,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov6917,(Intercept),-0.773737122,0.218731507,99,-3.537383029,0.000616856,X(Intercept)
Mont-Laurier,Prov6917,prevSummerTemp,-0.009746729,0.002450129,99,-3.978046769,0.000132388,XprevSummerTemp
Mont-Laurier,Prov6917,prevFallTemp,-7.41E-05,0.001971889,99,-0.037589651,0.970090554,XprevFallTemp
Mont-Laurier,Prov6917,WinterTemp,0.003938733,0.001206934,99,3.263421596,0.001511458,XWinterTemp
Mont-Laurier,Prov6917,SpringTemp,-0.003536517,0.001280396,99,-2.762048593,0.006847826,XSpringTemp
Mont-Laurier,Prov6917,SummerTemp,-0.008624722,0.002411885,99,-3.57592651,0.000541709,XSummerTemp
Mont-Laurier,Prov6917,FallTemp,-0.00095879,0.002137298,99,-0.448599125,0.654701211,XFallTemp
Mont-Laurier,Prov6917,prevSummerSMI,0.000509375,0.00040914,99,1.244990003,0.21607439,XprevSummerSMI
Mont-Laurier,Prov6917,prevFallSMI,-0.001113767,0.000465905,99,-2.390545366,0.018714533,XprevFallSMI
Mont-Laurier,Prov6917,Snowfall,1.41E-05,3.78E-05,99,0.371449866,0.711096265,XSnowfall
Mont-Laurier,Prov6917,SpringSMI,-0.001376785,0.000997072,99,-1.380827852,0.170441217,XSpringSMI
Mont-Laurier,Prov6917,SummerSMI,0.000135082,0.000386088,99,0.349873115,0.72717714,XSummerSMI
Mont-Laurier,Prov6917,FallSMI,0.000766225,0.00045011,99,1.702304709,0.091836394,XFallSMI
Mont-Laurier,Prov6917,totalC:as.factor(Bloc)3,0.573820925,0.073992173,99,7.755157041,8.00E-12,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov6917,totalC:as.factor(Bloc)4,0.740716503,0.097178737,99,7.622207559,1.53E-11,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov6917,totalC:as.factor(Bloc)6,0.640439424,0.081990773,99,7.811115784,6.08E-12,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov6917,s(Year):as.factor(Bloc)3Fx1,3.401384681,0.451604828,99,7.531772184,2.38E-11,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov6917,s(Year):as.factor(Bloc)4Fx1,3.43517513,0.46717248,99,7.353119618,5.67E-11,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov6917,s(Year):as.factor(Bloc)6Fx1,3.866622294,0.522361781,99,7.402192193,4.47E-11,Xs(Year):as.factor(Bloc)6Fx1
