Common garden,R (bloc no),Provenance,arbre,id,year,AgeC,Vinc_m3,Average_density,bm_inc_density
Mont-Laurier,3,369,3,369_019,1987,6,0.006930575,463.7,3.213707707
Mont-Laurier,3,369,3,369_019,1988,7,0.007016168,452.6,3.175517738
Mont-Laurier,3,369,3,369_019,1989,8,0.007734143,446.1,3.450201165
Mont-Laurier,3,369,3,369_019,1990,9,0.012886757,439.5,5.663729856
Mont-Laurier,3,369,3,369_019,1991,10,0.013969631,422.2,5.897978059
Mont-Laurier,3,369,3,369_019,1992,11,0.010572014,436.8,4.617855759
Mont-Laurier,3,369,3,369_019,1993,12,0.015402691,420.7,6.479912067
Mont-Laurier,3,369,3,369_019,1994,13,0.013175273,408.7,5.38473423
Mont-Laurier,3,369,3,369_019,1995,14,0.014234175,413.4,5.884407866
Mont-Laurier,3,369,3,369_019,1996,15,0.010789363,424.6,4.581163369
Mont-Laurier,3,369,3,369_019,1997,16,0.015624731,411.5,6.429576801
Mont-Laurier,3,369,3,369_019,1998,17,0.01256357,415.2,5.216394147
Mont-Laurier,3,369,3,369_019,1999,18,0.014424073,431.9,6.229756909
Mont-Laurier,3,369,3,369_019,2000,19,0.015684137,432.9,6.789662869
Mont-Laurier,3,369,3,369_019,2001,20,0.014824338,401.6,5.953454078
Mont-Laurier,3,369,3,369_019,2002,21,0.01178206,425.3,5.01091006
Mont-Laurier,3,369,3,369_019,2003,22,0.010213007,420.3,4.29252672
Mont-Laurier,3,369,3,369_019,2004,23,0.013011189,430,5.594811206
Mont-Laurier,3,369,3,369_019,2005,24,0.009680463,424.2,4.106452185
Mont-Laurier,3,369,3,369_019,2006,25,0.006756651,438.8,2.964818305
Mont-Laurier,3,369,3,369_019,2007,26,0.009991538,429.7,4.293363868
Mont-Laurier,3,369,3,369_019,2008,27,0.012503632,427.4,5.344052233
Mont-Laurier,3,369,3,369_019,2009,28,0.011616937,419.3,4.870981478
Mont-Laurier,3,369,3,369_019,2010,29,0.013968297,453.8,6.338813084
Mont-Laurier,3,369,3,369_019,2011,30,0.010555536,468.8,4.948435341
Mont-Laurier,3,369,3,369_019,2012,31,0.010387259,457.7,4.754248502
Mont-Laurier,3,369,3,369_019,2013,32,0.009480648,470.6,4.461592825
Mont-Laurier,3,369,3,369_019,2014,33,0.007855586,441,3.464313359
Mont-Laurier,3,369,3,369_019,2015,34,0.007659448,493.2,3.777639527
Mont-Laurier,3,369,6,369_020,1983,1,0.00040116,557.2,0.223526436
Mont-Laurier,3,369,6,369_020,1984,2,0.001118386,527.5,0.589948557
Mont-Laurier,3,369,6,369_020,1985,3,0.001882105,485.3,0.91338544
Mont-Laurier,3,369,6,369_020,1986,4,0.003143403,523.8,1.646514581
Mont-Laurier,3,369,6,369_020,1987,5,0.004128811,504.5,2.08298528
Mont-Laurier,3,369,6,369_020,1988,6,0.004404858,494.6,2.178642918
Mont-Laurier,3,369,6,369_020,1989,7,0.003909551,515.8,2.016546128
Mont-Laurier,3,369,6,369_020,1990,8,0.006385742,471.5,3.010877449
Mont-Laurier,3,369,6,369_020,1991,9,0.005054681,524,2.648653038
Mont-Laurier,3,369,6,369_020,1992,10,0.005340741,505.8,2.701346814
Mont-Laurier,3,369,6,369_020,1993,11,0.007458172,522.6,3.897640728
Mont-Laurier,3,369,6,369_020,1994,12,0.005073877,509.4,2.584632886
Mont-Laurier,3,369,6,369_020,1995,13,0.003825549,597.3,2.285000388
Mont-Laurier,3,369,6,369_020,1996,14,0.00519125,585,3.036881132
Mont-Laurier,3,369,6,369_020,1997,15,0.007580675,568.8,4.31188767
Mont-Laurier,3,369,6,369_020,1998,16,0.005597865,531.5,2.975265393
Mont-Laurier,3,369,6,369_020,1999,17,0.004589776,553.1,2.538605106
Mont-Laurier,3,369,6,369_020,2000,18,0.005297458,524.5,2.778516842
Mont-Laurier,3,369,6,369_020,2001,19,0.002740087,519.7,1.424023271
Mont-Laurier,3,369,6,369_020,2002,20,0.002693793,538,1.449260759
Mont-Laurier,3,369,6,369_020,2003,21,0.001988219,481.3,0.956929722
Mont-Laurier,3,369,6,369_020,2004,22,0.002498647,528.4,1.320285032
Mont-Laurier,3,369,6,369_020,2005,23,0.001383093,513.9,0.710771539
Mont-Laurier,3,369,6,369_020,2006,24,0.000942163,472.8,0.445454628
Mont-Laurier,3,369,6,369_020,2007,25,0.001795735,556.1,0.998608088
Mont-Laurier,3,369,6,369_020,2008,26,0.001510143,486,0.733929673
Mont-Laurier,3,369,6,369_020,2009,27,0.001143952,488.5,0.558820594
Mont-Laurier,3,369,6,369_020,2010,28,0.000794635,487.1,0.387066861
Mont-Laurier,3,369,6,369_020,2011,29,0.000797874,437.4,0.348990203
Mont-Laurier,3,369,6,369_020,2012,30,0.000879694,458.6,0.403427694
Mont-Laurier,3,369,6,369_020,2013,31,0.000506393,478.3,0.242207668
Mont-Laurier,3,369,6,369_020,2014,32,0.000545462,455.2,0.248294087
Mont-Laurier,3,369,6,369_020,2015,33,0.000509058,615.2,0.31317224
Mont-Laurier,3,369,7,369_021,1982,1,0.000330356,593.6,0.196099081
Mont-Laurier,3,369,7,369_021,1983,2,0.000740875,600.6,0.44496962
Mont-Laurier,3,369,7,369_021,1984,3,0.001622254,561.8,0.911382531
Mont-Laurier,3,369,7,369_021,1985,4,0.002287144,510,1.166443264
Mont-Laurier,3,369,7,369_021,1986,5,0.003851339,527.2,2.030426127
Mont-Laurier,3,369,7,369_021,1987,6,0.004684697,526.2,2.465087416
Mont-Laurier,3,369,7,369_021,1988,7,0.006729676,483.9,3.256490418
Mont-Laurier,3,369,7,369_021,1989,8,0.005321492,490.1,2.608063091
Mont-Laurier,3,369,7,369_021,1990,9,0.007556573,450.5,3.404236175
Mont-Laurier,3,369,7,369_021,1991,10,0.007157638,513.9,3.678310145
Mont-Laurier,3,369,7,369_021,1992,11,0.007904889,465.2,3.677354234
Mont-Laurier,3,369,7,369_021,1993,12,0.009105792,485.4,4.419951259
Mont-Laurier,3,369,7,369_021,1994,13,0.00752712,469.6,3.534735549
Mont-Laurier,3,369,7,369_021,1995,14,0.007772359,497.5,3.866748692
Mont-Laurier,3,369,7,369_021,1996,15,0.009179278,468.2,4.297738078
Mont-Laurier,3,369,7,369_021,1997,16,0.009985193,489.6,4.88875053
Mont-Laurier,3,369,7,369_021,1998,17,0.009081007,489.4,4.444245021
Mont-Laurier,3,369,7,369_021,1999,18,0.008849517,512.2,4.53272268
Mont-Laurier,3,369,7,369_021,2000,19,0.010217247,457.9,4.678477502
Mont-Laurier,3,369,7,369_021,2001,20,0.008956752,499.3,4.472106339
Mont-Laurier,3,369,7,369_021,2002,21,0.0084593,486.9,4.118833285
Mont-Laurier,3,369,7,369_021,2003,22,0.007776834,476.3,3.704105928
Mont-Laurier,3,369,7,369_021,2004,23,0.007837453,487.4,3.819974757
Mont-Laurier,3,369,7,369_021,2005,24,0.006052752,495.6,2.999743652
Mont-Laurier,3,369,7,369_021,2006,25,0.004193184,476.3,1.997213341
Mont-Laurier,3,369,7,369_021,2007,26,0.004937759,507.6,2.50640643
Mont-Laurier,3,369,7,369_021,2008,27,0.003834681,457.8,1.755517129
Mont-Laurier,3,369,7,369_021,2009,28,0.003277054,452.9,1.484177537
Mont-Laurier,3,369,7,369_021,2010,29,0.003869166,523.4,2.025121202
Mont-Laurier,3,369,7,369_021,2011,30,0.004217304,540.9,2.281139924
Mont-Laurier,3,369,7,369_021,2012,31,0.004866247,511.8,2.490545015
Mont-Laurier,3,369,7,369_021,2013,32,0.002737598,471.6,1.291051058
Mont-Laurier,3,369,7,369_021,2014,33,0.003121012,500.8,1.563002634
Mont-Laurier,3,369,7,369_021,2015,34,0.003778463,588.4,2.223247539
Mont-Laurier,3,369,10,369_022,1983,1,0.000372342,635.6,0.236660316
Mont-Laurier,3,369,10,369_022,1984,2,0.001094045,531.3,0.581266078
Mont-Laurier,3,369,10,369_022,1985,3,0.002115893,490.7,1.038268494
Mont-Laurier,3,369,10,369_022,1986,4,0.002695293,483.5,1.303173941
Mont-Laurier,3,369,10,369_022,1987,5,0.003369551,489,1.647710507
Mont-Laurier,3,369,10,369_022,1988,6,0.00514263,508,2.612455996
Mont-Laurier,3,369,10,369_022,1989,7,0.004533836,506.9,2.298201429
Mont-Laurier,3,369,10,369_022,1990,8,0.005857348,465,2.723666867
Mont-Laurier,3,369,10,369_022,1991,9,0.004366491,497.3,2.1714559
Mont-Laurier,3,369,10,369_022,1992,10,0.003555882,463.3,1.647439942
Mont-Laurier,3,369,10,369_022,1993,11,0.005122982,514.6,2.636286535
Mont-Laurier,3,369,10,369_022,1994,12,0.004734831,483.6,2.289764449
Mont-Laurier,3,369,10,369_022,1995,13,0.002832752,544.5,1.54243362
Mont-Laurier,3,369,10,369_022,1996,14,0.004808112,490.4,2.357898119
Mont-Laurier,3,369,10,369_022,1997,15,0.003574801,519.1,1.855678927
Mont-Laurier,3,369,10,369_022,1998,16,0.002328886,483.9,1.126947862
Mont-Laurier,3,369,10,369_022,1999,17,0.002358582,520.7,1.228113831
Mont-Laurier,3,369,10,369_022,2000,18,0.003993362,497,1.984700853
Mont-Laurier,3,369,10,369_022,2001,19,0.003347433,528.4,1.76878373
Mont-Laurier,3,369,10,369_022,2002,20,0.002803558,512.1,1.43570202
Mont-Laurier,3,369,10,369_022,2003,21,0.002910543,472.3,1.37464925
Mont-Laurier,3,369,10,369_022,2004,22,0.002590702,528.1,1.368149819
Mont-Laurier,3,369,10,369_022,2005,23,0.002748185,542.4,1.490615364
Mont-Laurier,3,369,10,369_022,2006,24,0.002415462,490.4,1.184542537
Mont-Laurier,3,369,10,369_022,2007,25,0.00236948,506.7,1.200615537
Mont-Laurier,3,369,10,369_022,2008,26,0.002797252,473.3,1.323939116
Mont-Laurier,3,369,10,369_022,2009,27,0.00265267,484.2,1.284422934
Mont-Laurier,3,369,10,369_022,2010,28,0.00314367,553.1,1.738763783
Mont-Laurier,3,369,10,369_022,2011,29,0.003865669,534.8,2.067359619
Mont-Laurier,3,369,10,369_022,2012,30,0.003935557,526.7,2.072857696
Mont-Laurier,3,369,10,369_022,2013,31,0.003842706,472.8,1.816831447
Mont-Laurier,3,369,10,369_022,2014,32,0.003110791,512.1,1.593036165
Mont-Laurier,3,369,10,369_022,2015,33,0.003645629,509.5,1.857448025
Mont-Laurier,3,369,11,369_023,1984,1,0.000314397,625.3,0.196592642
Mont-Laurier,3,369,11,369_023,1985,2,0.000692676,536.6,0.371689768
Mont-Laurier,3,369,11,369_023,1986,3,0.00113753,576.8,0.656127114
Mont-Laurier,3,369,11,369_023,1987,4,0.001969411,528.8,1.041424573
Mont-Laurier,3,369,11,369_023,1988,5,0.002155554,503.9,1.086183795
Mont-Laurier,3,369,11,369_023,1989,6,0.001793084,472.9,0.847949583
Mont-Laurier,3,369,11,369_023,1990,7,0.003293486,445.9,1.468565396
Mont-Laurier,3,369,11,369_023,1991,8,0.002494523,501.9,1.252001178
Mont-Laurier,3,369,11,369_023,1992,9,0.002666655,494.2,1.317861003
Mont-Laurier,3,369,11,369_023,1993,10,0.003871553,485.9,1.881187679
Mont-Laurier,3,369,11,369_023,1994,11,0.003575856,492.8,1.762181629
Mont-Laurier,3,369,11,369_023,1995,12,0.003342915,514.4,1.719595359
Mont-Laurier,3,369,11,369_023,1996,13,0.004586454,477.4,2.189573213
Mont-Laurier,3,369,11,369_023,1997,14,0.005767808,490.9,2.831416837
Mont-Laurier,3,369,11,369_023,1998,15,0.003459924,480.7,1.663185577
Mont-Laurier,3,369,11,369_023,1999,16,0.003544707,495.9,1.757820236
Mont-Laurier,3,369,11,369_023,2000,17,0.004660247,464.9,2.166548607
Mont-Laurier,3,369,11,369_023,2001,18,0.002941526,465.2,1.368398052
Mont-Laurier,3,369,11,369_023,2002,19,0.002759721,475.4,1.311971562
Mont-Laurier,3,369,11,369_023,2003,20,0.002195708,439.9,0.965892062
Mont-Laurier,3,369,11,369_023,2004,21,0.003065843,484.4,1.485094264
Mont-Laurier,3,369,11,369_023,2005,22,0.001906416,442.6,0.843779597
Mont-Laurier,3,369,11,369_023,2006,23,0.001108243,417.7,0.462913153
Mont-Laurier,3,369,11,369_023,2007,24,0.00233364,496.6,1.158885629
Mont-Laurier,3,369,11,369_023,2008,25,0.002264696,462.6,1.047648572
Mont-Laurier,3,369,11,369_023,2009,26,0.002671311,471.3,1.258989068
Mont-Laurier,3,369,11,369_023,2010,27,0.003084805,536.2,1.654072666
Mont-Laurier,3,369,11,369_023,2011,28,0.002948539,516.7,1.523510133
Mont-Laurier,3,369,11,369_023,2012,29,0.00133141,513.8,0.684078356
Mont-Laurier,3,369,11,369_023,2013,30,0.001373189,454,0.623427779
Mont-Laurier,3,369,11,369_023,2014,31,0.00222554,499.5,1.111657089
Mont-Laurier,3,369,11,369_023,2015,32,0.00143766,545.4,0.78409978
Mont-Laurier,3,369,16,369_024,1981,1,0.000425565,553.3,0.235465113
Mont-Laurier,3,369,16,369_024,1982,2,0.00091178,545.1,0.497011355
Mont-Laurier,3,369,16,369_024,1983,3,0.001821017,549.1,0.99992063
Mont-Laurier,3,369,16,369_024,1984,4,0.003278216,489,1.603047479
Mont-Laurier,3,369,16,369_024,1985,5,0.004416101,472.2,2.085282685
Mont-Laurier,3,369,16,369_024,1986,6,0.005066313,463.6,2.348742817
Mont-Laurier,3,369,16,369_024,1987,7,0.007856808,470.9,3.699770994
Mont-Laurier,3,369,16,369_024,1988,8,0.009363953,469.3,4.394503336
Mont-Laurier,3,369,16,369_024,1989,9,0.008581349,462.3,3.967157624
Mont-Laurier,3,369,16,369_024,1990,10,0.011906207,432.2,5.145862733
Mont-Laurier,3,369,16,369_024,1991,11,0.0096931,469.5,4.550910625
Mont-Laurier,3,369,16,369_024,1992,12,0.011168911,439.1,4.904268855
Mont-Laurier,3,369,16,369_024,1993,13,0.010873761,471.2,5.123716233
Mont-Laurier,3,369,16,369_024,1994,14,0.006961153,455,3.16732439
Mont-Laurier,3,369,16,369_024,1995,15,0.006525156,496,3.236477343
Mont-Laurier,3,369,16,369_024,1996,16,0.008231878,480.8,3.957886913
Mont-Laurier,3,369,16,369_024,1997,17,0.008507345,500,4.253672512
Mont-Laurier,3,369,16,369_024,1998,18,0.007976834,501.4,3.999584343
Mont-Laurier,3,369,16,369_024,1999,19,0.007886197,473,3.730171381
Mont-Laurier,3,369,16,369_024,2000,20,0.006605321,454,2.998815828
Mont-Laurier,3,369,16,369_024,2001,21,0.005644804,464.4,2.621446956
Mont-Laurier,3,369,16,369_024,2002,22,0.006166295,471.9,2.909874456
Mont-Laurier,3,369,16,369_024,2003,23,0.004654758,457.8,2.130948095
Mont-Laurier,3,369,16,369_024,2004,24,0.005112333,492.2,2.516290336
Mont-Laurier,3,369,16,369_024,2005,25,0.002744971,509.7,1.399111471
Mont-Laurier,3,369,16,369_024,2006,26,0.004875112,459.9,2.242063838
Mont-Laurier,3,369,16,369_024,2007,27,0.004015668,496.5,1.993779139
Mont-Laurier,3,369,16,369_024,2008,28,0.004055984,466.6,1.89252228
Mont-Laurier,3,369,16,369_024,2009,29,0.003679434,496.9,1.82831064
Mont-Laurier,3,369,16,369_024,2010,30,0.005007797,530.9,2.658639328
Mont-Laurier,3,369,16,369_024,2011,31,0.006550509,491.2,3.217609974
Mont-Laurier,3,369,16,369_024,2012,32,0.004608811,550.8,2.538532938
Mont-Laurier,3,369,16,369_024,2013,33,0.00519557,525.9,2.732350009
Mont-Laurier,3,369,16,369_024,2014,34,0.003410781,554.7,1.891960337
Mont-Laurier,3,369,16,369_024,2015,35,0.005659238,548.5,3.104091779
Mont-Laurier,4,369,4,369_259,1982,1,0.000240789,572.7,0.137899834
Mont-Laurier,4,369,4,369_259,1983,2,0.000408695,552.8,0.225926734
Mont-Laurier,4,369,4,369_259,1984,3,0.000990587,537.4,0.532341347
Mont-Laurier,4,369,4,369_259,1985,4,0.001668761,518.7,0.865586533
Mont-Laurier,4,369,4,369_259,1986,5,0.00211266,545.8,1.153090053
Mont-Laurier,4,369,4,369_259,1987,6,0.002692427,547.2,1.473296137
Mont-Laurier,4,369,4,369_259,1988,7,0.003495365,510.1,1.782985485
Mont-Laurier,4,369,4,369_259,1989,8,0.003416231,525.8,1.796254048
Mont-Laurier,4,369,4,369_259,1990,9,0.004221542,478.7,2.020852313
Mont-Laurier,4,369,4,369_259,1991,10,0.004194722,554.7,2.326812154
Mont-Laurier,4,369,4,369_259,1992,11,0.006011829,503.6,3.027557154
Mont-Laurier,4,369,4,369_259,1993,12,0.00642173,522.7,3.356638314
Mont-Laurier,4,369,4,369_259,1994,13,0.006588066,506.5,3.336855627
Mont-Laurier,4,369,4,369_259,1995,14,0.004320413,542.5,2.343823787
Mont-Laurier,4,369,4,369_259,1996,15,0.00644183,506.7,3.264075405
Mont-Laurier,4,369,4,369_259,1997,16,0.008807489,490,4.315669659
Mont-Laurier,4,369,4,369_259,1998,17,0.007195493,536.2,3.858223083
Mont-Laurier,4,369,4,369_259,1999,18,0.00804736,478.5,3.850661656
Mont-Laurier,4,369,4,369_259,2000,19,0.009312266,461,4.292954558
Mont-Laurier,4,369,4,369_259,2001,20,0.008210078,461.7,3.790592958
Mont-Laurier,4,369,4,369_259,2002,21,0.007964942,502.4,4.001586952
Mont-Laurier,4,369,4,369_259,2003,22,0.007114703,468,3.329680951
Mont-Laurier,4,369,4,369_259,2004,23,0.006930878,483.4,3.350386511
Mont-Laurier,4,369,4,369_259,2005,24,0.004778048,478.1,2.284384931
Mont-Laurier,4,369,4,369_259,2006,25,0.004554469,466.4,2.124204191
Mont-Laurier,4,369,4,369_259,2007,26,0.006496047,493.3,3.20449979
Mont-Laurier,4,369,4,369_259,2008,27,0.00637151,419,2.669662554
Mont-Laurier,4,369,4,369_259,2009,28,0.005489479,474.5,2.604757932
Mont-Laurier,4,369,4,369_259,2010,29,0.007086603,518.2,3.672277667
Mont-Laurier,4,369,4,369_259,2011,30,0.005976308,502.1,3.000704436
Mont-Laurier,4,369,4,369_259,2012,31,0.005628259,484.3,2.725765662
Mont-Laurier,4,369,4,369_259,2013,32,0.005176594,511.8,2.649380844
Mont-Laurier,4,369,4,369_259,2014,33,0.005573201,486.6,2.711919601
Mont-Laurier,4,369,4,369_259,2015,34,0.007143186,530.5,3.789460386
Mont-Laurier,4,369,14,369_260,1983,1,0.00018244,580.6,0.105924764
Mont-Laurier,4,369,14,369_260,1984,2,0.000297052,541.7,0.160913108
Mont-Laurier,4,369,14,369_260,1985,3,0.000639131,482.1,0.308125248
Mont-Laurier,4,369,14,369_260,1986,4,0.001150837,530,0.609943512
Mont-Laurier,4,369,14,369_260,1987,5,0.002310768,490.9,1.134355761
Mont-Laurier,4,369,14,369_260,1988,6,0.003303353,493.3,1.629544044
Mont-Laurier,4,369,14,369_260,1989,7,0.003511926,481.4,1.690641261
Mont-Laurier,4,369,14,369_260,1990,8,0.003919829,447.7,1.754907579
Mont-Laurier,4,369,14,369_260,1991,9,0.004527711,481.8,2.181451046
Mont-Laurier,4,369,14,369_260,1992,10,0.005487628,464.2,2.547357119
Mont-Laurier,4,369,14,369_260,1993,11,0.007680653,461,3.540780869
Mont-Laurier,4,369,14,369_260,1994,12,0.008278203,452.8,3.748370219
Mont-Laurier,4,369,14,369_260,1995,13,0.006179421,454.2,2.806692863
Mont-Laurier,4,369,14,369_260,1996,14,0.006365939,456.1,2.903504808
Mont-Laurier,4,369,14,369_260,1997,15,0.00924853,454.4,4.202531839
Mont-Laurier,4,369,14,369_260,1998,16,0.008312179,487.1,4.048862552
Mont-Laurier,4,369,14,369_260,1999,17,0.007353432,470.9,3.462731296
Mont-Laurier,4,369,14,369_260,2000,18,0.009185149,442,4.059835715
Mont-Laurier,4,369,14,369_260,2001,19,0.009027639,446,4.026327024
Mont-Laurier,4,369,14,369_260,2002,20,0.008411868,462.6,3.891330049
Mont-Laurier,4,369,14,369_260,2003,21,0.007509926,442.8,3.325395001
Mont-Laurier,4,369,14,369_260,2004,22,0.008908252,438.6,3.90715942
Mont-Laurier,4,369,14,369_260,2005,23,0.00824309,469.4,3.869306569
Mont-Laurier,4,369,14,369_260,2006,24,0.005841513,484.9,2.832549565
Mont-Laurier,4,369,14,369_260,2007,25,0.009871097,472.4,4.663106152
Mont-Laurier,4,369,14,369_260,2008,26,0.011565806,430.9,4.983705681
Mont-Laurier,4,369,14,369_260,2009,27,0.009269004,445.6,4.130268253
Mont-Laurier,4,369,14,369_260,2010,28,0.009758899,476.4,4.649139474
Mont-Laurier,4,369,14,369_260,2011,29,0.007460648,450.6,3.361768022
Mont-Laurier,4,369,14,369_260,2012,30,0.006474383,470.1,3.04360757
Mont-Laurier,4,369,14,369_260,2013,31,0.004172923,438.6,1.830243856
Mont-Laurier,4,369,14,369_260,2014,32,0.008043184,446.7,3.592890133
Mont-Laurier,4,369,14,369_260,2015,33,0.010015772,494.4,4.95179766
Mont-Laurier,4,369,7,369_261,1982,1,0.000280713,573.9,0.161100995
Mont-Laurier,4,369,7,369_261,1983,2,0.00056727,590.1,0.334745936
Mont-Laurier,4,369,7,369_261,1984,3,0.00116346,555.1,0.645836598
Mont-Laurier,4,369,7,369_261,1985,4,0.001493075,577.9,0.862847843
Mont-Laurier,4,369,7,369_261,1986,5,0.002875145,578.5,1.663271531
Mont-Laurier,4,369,7,369_261,1987,6,0.004037755,539.6,2.178772378
Mont-Laurier,4,369,7,369_261,1988,7,0.004174589,473.4,1.976250189
Mont-Laurier,4,369,7,369_261,1989,8,0.002521893,449.4,1.133338527
Mont-Laurier,4,369,7,369_261,1990,9,0.003660494,469.9,1.720066276
Mont-Laurier,4,369,7,369_261,1991,10,0.00338163,487.3,1.647868452
Mont-Laurier,4,369,7,369_261,1992,11,0.002656525,438.4,1.164620509
Mont-Laurier,4,369,7,369_261,1993,12,0.003524447,454.9,1.603270937
Mont-Laurier,4,369,7,369_261,1994,13,0.003098891,434.7,1.34708787
Mont-Laurier,4,369,7,369_261,1995,14,0.001919459,496.3,0.952627429
Mont-Laurier,4,369,7,369_261,1996,15,0.001610024,459.7,0.740127961
Mont-Laurier,4,369,7,369_261,1997,16,0.002679343,523.1,1.401564253
Mont-Laurier,4,369,7,369_261,1998,17,0.001901335,545.9,1.037938689
Mont-Laurier,4,369,7,369_261,1999,18,0.002485973,538.5,1.338696492
Mont-Laurier,4,369,7,369_261,2000,19,0.002816178,510.5,1.437658703
Mont-Laurier,4,369,7,369_261,2001,20,0.00261342,495.8,1.295733549
Mont-Laurier,4,369,7,369_261,2002,21,0.002330064,506.7,1.180643485
Mont-Laurier,4,369,7,369_261,2003,22,0.00148563,433.2,0.643575062
Mont-Laurier,4,369,7,369_261,2004,23,0.002106984,544.1,1.146409965
Mont-Laurier,4,369,7,369_261,2005,24,0.001235659,469,0.579524017
Mont-Laurier,4,369,7,369_261,2006,25,0.000813432,422.4,0.343593493
Mont-Laurier,4,369,7,369_261,2007,26,0.001745268,529.5,0.924119438
Mont-Laurier,4,369,7,369_261,2008,27,0.001695328,497,0.842578131
Mont-Laurier,4,369,7,369_261,2009,28,0.002403307,528.6,1.270387843
Mont-Laurier,4,369,7,369_261,2010,29,0.001788248,538.2,0.962434818
Mont-Laurier,4,369,7,369_261,2011,30,0.001377147,453.4,0.624398433
Mont-Laurier,4,369,7,369_261,2012,31,0.001325757,499,0.66155265
Mont-Laurier,4,369,7,369_261,2013,32,0.001104946,519.3,0.573798428
Mont-Laurier,4,369,7,369_261,2014,33,0.001455198,516.7,0.751900991
Mont-Laurier,4,369,7,369_261,2015,34,0.00143215,503.1,0.720514535
Mont-Laurier,4,369,9,369_262,1982,1,0.000261007,641.5,0.16743584
Mont-Laurier,4,369,9,369_262,1983,2,0.000470583,596,0.280467364
Mont-Laurier,4,369,9,369_262,1984,3,0.001324657,531.6,0.70418788
Mont-Laurier,4,369,9,369_262,1985,4,0.002757034,488.3,1.34625961
Mont-Laurier,4,369,9,369_262,1986,5,0.002777162,493.1,1.369418628
Mont-Laurier,4,369,9,369_262,1987,6,0.004252415,474.8,2.019046495
Mont-Laurier,4,369,9,369_262,1988,7,0.005164118,484,2.499433062
Mont-Laurier,4,369,9,369_262,1989,8,0.004471372,474.2,2.120324723
Mont-Laurier,4,369,9,369_262,1990,9,0.005359964,446,2.390543723
Mont-Laurier,4,369,9,369_262,1991,10,0.00516863,485.9,2.511437338
Mont-Laurier,4,369,9,369_262,1992,11,0.006969351,449.4,3.132026342
Mont-Laurier,4,369,9,369_262,1993,12,0.008349223,465.7,3.888233351
Mont-Laurier,4,369,9,369_262,1994,13,0.007998484,467.6,3.740091181
Mont-Laurier,4,369,9,369_262,1995,14,0.006041787,481.6,2.909724367
Mont-Laurier,4,369,9,369_262,1996,15,0.006872705,473.9,3.256974783
Mont-Laurier,4,369,9,369_262,1997,16,0.010637449,477.9,5.083636838
Mont-Laurier,4,369,9,369_262,1998,17,0.007331483,481.2,3.527909447
Mont-Laurier,4,369,9,369_262,1999,18,0.005877108,478.5,2.812196264
Mont-Laurier,4,369,9,369_262,2000,19,0.008877002,421.5,3.741656215
Mont-Laurier,4,369,9,369_262,2001,20,0.007294752,465.1,3.392788936
Mont-Laurier,4,369,9,369_262,2002,21,0.007154836,453.9,3.247580043
Mont-Laurier,4,369,9,369_262,2003,22,0.00558086,471.2,2.629701208
Mont-Laurier,4,369,9,369_262,2004,23,0.005412709,470.6,2.547220823
Mont-Laurier,4,369,9,369_262,2005,24,0.005300319,456.1,2.417475636
Mont-Laurier,4,369,9,369_262,2006,25,0.003343997,463.7,1.550611461
Mont-Laurier,4,369,9,369_262,2007,26,0.007066093,458.1,3.23697724
Mont-Laurier,4,369,9,369_262,2008,27,0.006286068,451,2.835016827
Mont-Laurier,4,369,9,369_262,2009,28,0.00564868,454.3,2.566195279
Mont-Laurier,4,369,9,369_262,2010,29,0.005909611,498,2.942986325
Mont-Laurier,4,369,9,369_262,2011,30,0.006510906,506.7,3.299075808
Mont-Laurier,4,369,9,369_262,2012,31,0.007253859,454.2,3.294702614
Mont-Laurier,4,369,9,369_262,2013,32,0.006302394,495.2,3.120945454
Mont-Laurier,4,369,9,369_262,2014,33,0.006578424,475.3,3.12672472
Mont-Laurier,4,369,9,369_262,2015,34,0.005375532,549.9,2.956004916
Mont-Laurier,4,369,10,369_263,1982,1,0.000188096,655.5,0.123297013
Mont-Laurier,4,369,10,369_263,1983,2,0.000333544,617.1,0.205830039
Mont-Laurier,4,369,10,369_263,1984,3,0.00082784,599.1,0.495959107
Mont-Laurier,4,369,10,369_263,1985,4,0.00179327,532.2,0.954378139
Mont-Laurier,4,369,10,369_263,1986,5,0.002224028,519.8,1.156049767
Mont-Laurier,4,369,10,369_263,1987,6,0.003501647,485.6,1.700399579
Mont-Laurier,4,369,10,369_263,1988,7,0.004182364,474.7,1.985368282
Mont-Laurier,4,369,10,369_263,1989,8,0.003478516,421.8,1.467237834
Mont-Laurier,4,369,10,369_263,1990,9,0.004489006,473.8,2.126890808
Mont-Laurier,4,369,10,369_263,1991,10,0.004139374,526.3,2.178552511
Mont-Laurier,4,369,10,369_263,1992,11,0.005464041,497.8,2.7199994
Mont-Laurier,4,369,10,369_263,1993,12,0.006027585,493.7,2.975818716
Mont-Laurier,4,369,10,369_263,1994,13,0.005853456,515.2,3.01570058
Mont-Laurier,4,369,10,369_263,1995,14,0.003939207,525.2,2.068871617
Mont-Laurier,4,369,10,369_263,1996,15,0.003465672,527.8,1.829181502
Mont-Laurier,4,369,10,369_263,1997,16,0.005250714,547.3,2.873715682
Mont-Laurier,4,369,10,369_263,1998,17,0.003801947,561.4,2.134412763
Mont-Laurier,4,369,10,369_263,1999,18,0.004629951,530.1,2.454337143
Mont-Laurier,4,369,10,369_263,2000,19,0.00449697,494.2,2.222402507
